Profit;popularity;Day_of_week;runtime;vote_average;vote_count
-20677865;15.590001;6;89;5,9;482
0;21.549232;6;98;5,3;483
49188937;20.561682;5;121;6,9;483
24430334;23.612409;6;105;6,5;483
22000000;22.889294;4;125;6,4;483
18112929;20.649145;5;88;5,6;483
267695435;23.473004;4;87;5,4;484
27784194;21.685719;6;127;6,7;484
99906693;19.738215;6;105;5,6;485
37436439;19.774543;6;110;6;485
52378584;19.683187;1;110;7,9;485
6990000;20.399578;7;89;4,9;485
33354918;24.153567;5;101;5,9;487
-5098661;24.657931;6;117;6,2;487
-29199769;22.736038;5;118;6;487
55464351;15.835672;6;130;6,3;488
123198313;18.59991;6;121;6,6;488
167833357;16.234053;5;97;6,3;489
12869680;22.341462;3;85;7,9;489
36850624;22.164202;6;125;5,3;490
167312802;26.090746;3;127;6,3;490
90466177;12.599836;6;116;6,2;491
10159905;22.074306;6;103;5,8;491
140864401;22.409117;5;98;6,8;491
42776760;17.54768;5;113;5,5;491
25283321;21.535126;6;104;6,2;492
64748021;23.25645;5;133;5,8;493
72654149;22.14595;4;81;6,1;493
-55000000;22.573237;3;92;5,4;496
46669806;23.234651;6;136;7,3;496
29022014;19.642328;1;105;5,1;497
-8999954;20.410354;6;90;6,9;497
21627431;26.21425;3;115;6,4;497
31493123;26.219598;6;107;6,2;497
89852759;27.46264;4;102;5,3;498
104387195;20.334629;6;116;7;498
71446075;21.680424;5;92;5,8;498
-6540542;26.373864;4;96;5,9;498
181466833;22.644275;4;93;5,4;500
80525432;21.657563;4;97;5;500
-23778362;21.408222;6;102;5,2;501
120184237;17.047276;3;103;6,5;501
228248367;23.736535;4;154;6,6;501
67991835;18.961323;6;119;6,5;501
165405498;26.82041;6;189;7,5;502
96885658;29.415229;6;103;6,4;503
-2347965;19.664699;1;98;6,4;503
323203506;16.072466;6;97;5,2;503
24715918;25.5748;4;91;6,9;503
67567667;23.161754;6;114;7;504
-4000000;23.604936;6;115;5,2;504
71835402;25.03414;6;107;6,4;505
10372606;26.257951;1;93;5,6;505
21496320;20.311684;4;103;6,5;505
9000000;29.543331;5;184;7,7;505
60810728;20.304235;5;83;6,9;505
104433867;18.106021;7;92;5,6;506
143959438;24.389194;4;98;5,6;506
122427960;27.230493;6;131;6;506
31205850;15.338211;6;106;5,8;506
28510078;10.400603;7;100;4,4;506
171438673;27.17347;5;125;6,6;507
56821036;26.268209;5;100;4,7;507
66880821;27.898438;4;122;7,3;508
56303988;23.935053;5;98;5,5;509
112266007;25.219805;4;149;7;509
60180723;25.316146;6;83;5,2;509
-706337;15.817096;6;106;7,1;509
142817841;26.710398;3;88;5,1;510
-98301101;27.220157;6;102;6,4;510
55197635;13.365715;6;129;5,8;510
159011982;21.998734;6;84;4,7;511
14682547;23.088571;6;110;6,2;511
25583804;25.825771;6;107;5,3;511
25944725;23.663713;4;113;6,2;512
42383208;19.348007;5;93;5,6;512
162991646;23.839127;6;90;5,9;512
16658558;26.123705;4;110;6,5;513
139859560;30.397496;6;127;6,3;513
-4083508;24.107835;6;104;6,4;514
50636986;25.391899;6;105;6,5;515
-1420000;24.903418;6;97;6,2;515
14208267;29.211255;6;136;5,4;516
57641683;18.661541;6;86;5;516
37498534;18.60049;2;112;6;518
5871113;25.999888;4;103;6,6;518
-42000000;16.122168;4;83;5,4;518
13412793;16.665841;1;100;6;518
-1427191;26.281839;5;108;7,3;519
39660784;19.708731;6;138;6,7;521
-60000000;19.705489;3;125;6,5;521
81723358;24.085144;4;100;5,3;521
21132598;28.624038;6;83;6,3;521
49516304;14.530803;6;90;6,6;521
18908467;23.281616;6;154;6,8;521
38369434;25.454549;5;104;5,5;523
2357900;25.293538;5;97;4,6;524
90572000;30.214716;1;125;4,9;524
16004039;26.259389;4;107;8,3;524
29779728;16.176976;5;104;5,9;525
69181830;18.831023;4;94;5,7;526
-24099751;23.9366;4;132;6,7;526
0;20.982455;4;96;6,2;526
99330280;19.747459;6;124;6,1;527
160000000;25.633663;1;131;6,2;527
101956699;23.3784;6;105;6,2;527
1676935;25.402697;6;92;5,5;527
143685114;21.272734;6;114;6,4;529
45442940;25.838073;6;97;5,6;529
104000000;24.616634;5;132;6,2;530
-8000000;15.960916;6;95;6,9;530
70542418;26.071644;6;132;7,2;530
300000;22.87623;7;98;6,7;530
17387857;11.023691;6;114;5,5;531
12547440;25.039383;5;83;5,6;531
65071651;23.441135;6;98;6,2;531
33349884;27.724913;6;91;5,3;531
102084787;28.675891;2;117;6,1;531
-1040082;26.093043;5;100;6,8;532
94013509;24.598479;4;154;6,7;533
-8720548;25.020428;6;99;4,4;533
154777836;30.465138;5;121;6,5;533
40103895;23.491962;7;109;6,4;534
58267375;31.791979;6;103;6,4;535
31422687;24.459948;2;94;6,1;537
77489643;27.65527;5;119;6,7;537
23722567;24.750909;6;97;6,8;538
792;32.476098;4;97;7,2;538
124167015;28.22119;6;133;5,9;541
176308099;29.887404;3;126;5,9;541
63055349;24.70166;6;91;6,6;541
16554855;26.708193;6;121;6,5;541
49673228;24.47248;3;141;7,2;541
226748063;26.548594;6;82;6,2;542
16002004;12.050755;4;101;5,1;542
80455994;24.287306;6;120;6,7;542
204976425;29.381878;5;162;7;542
14077920;27.256849;4;103;6,7;542
103754278;14.759948;6;93;5,9;542
30300000;23.109959;4;161;8,1;542
142295562;24.507987;6;115;5,6;543
295631208;28.964162;5;91;5;543
32616646;22.975918;3;91;5,5;543
14171130;22.622453;5;111;5,7;543
16814909;24.147269;4;129;7;544
-7061128;15.175289;7;112;6,3;545
63930411;27.33256;6;85;6,6;546
56244881;15.013386;6;111;5,6;546
-7992930;37.629309;3;125;6,5;546
28848069;24.898687;5;126;7;546
-46675670;40.371098;1;137;6,1;547
71626121;17.457947;6;100;6,7;548
-10000000;21.214571;5;102;5,5;549
11073932;36.689223;4;101;4,7;549
0;25.450534;4;93;5,6;550
51369815;11.041659;6;100;5,8;550
9008928;29.852608;4;94;4,4;550
25164106;30.114383;5;105;6,2;551
108819547;34.634181;2;120;8,4;553
105896422;17.659032;6;96;6,2;554
45718097;23.603514;6;95;7,2;554
84827316;25.136082;5;102;6,1;555
-17491482;27.903999;6;110;5,5;555
37387131;25.613197;6;101;5,8;555
34945765;23.661071;5;91;5,6;556
59047633;11.492474;6;114;5,8;556
3257792;25.186002;6;85;5,4;556
-16791304;27.891012;5;113;5,7;557
42027970;26.286954;6;121;6,5;558
47629670;25.002715;5;96;5,2;559
201614388;17.638286;6;107;5,7;559
5350214;24.0034;5;105;6,5;559
89540499;22.853006;5;123;6,6;560
35000000;26.356697;6;111;7;561
159515725;25.170217;4;147;6,9;562
-9074310;25.876582;6;137;6,5;562
135695658;31.036;5;130;5,7;562
2000000;23.917982;5;109;6,1;563
137817992;20.326337;4;95;5,1;563
64380927;24.917665;1;99;6,4;564
-2415869;17.493735;3;84;6,5;565
11831503;20.834883;6;100;7;565
4190704;21.75433;7;99;6,8;566
7715436;26.792794;6;136;5,3;567
69597242;41.258487;5;94;5;567
-918274;26.324874;3;98;6,1;568
62449929;14.754281;6;98;5,8;568
8176469;23.299907;6;108;5;568
-53000000;19.412028;6;93;5,9;569
12462041;27.133277;6;99;6,2;571
86793;31.586215;6;101;6,4;572
72839667;21.436682;5;95;6,3;572
15632458;27.055085;6;121;6,4;573
34519773;22.863516;3;119;6,9;573
-9563192;24.672234;4;127;6,6;573
48974818;29.105407;6;104;6,4;573
110161792;27.870755;1;87;6,7;574
13681566;28.613892;5;97;4,8;575
69832389;22.501041;6;89;5,5;575
68916474;26.79781;1;100;5,8;575
-13514957;21.891078;6;113;6,8;577
104907746;16.460356;5;85;5,6;578
73078482;22.054546;5;112;4,2;578
51049560;27.166757;1;126;6,8;579
44854431;13.43573;6;95;6,5;579
88129872;29.019504;6;98;7,4;579
29886000;25.666029;3;96;6,6;580
36269812;29.018826;5;119;5,9;581
59188165;23.343839;6;88;5,3;581
42882018;26.090495;4;97;5,4;581
35196684;27.600843;3;87;7,3;581
-5452319;28.725621;4;140;6,8;582
129291809;25.060342;4;107;6,6;582
21674817;21.133748;6;99;5,5;583
30830607;27.494037;3;101;5,9;583
1093039;26.181753;6;102;6,8;583
659678;12.982319;6;103;5,6;583
261288605;15.401855;5;105;6,3;584
46548707;31.565117;5;98;5,9;584
17671101;27.215666;5;106;5,3;585
74584880;11.086001;1;121;7,3;586
3161152;27.788067;6;84;3,3;586
3742978;26.406001;6;94;4,5;587
-27900910;28.223664;2;114;6,3;588
185000211;26.19909;6;112;6,1;588
101844840;26.676487;7;113;5,3;588
89047131;30.205943;6;90;6;588
30774000;29.262427;3;83;6,3;590
-2509626;27.018886;5;106;6;592
73100172;26.799913;5;105;6;593
-36298836;29.490057;6;109;5,7;593
-2575000;17.237143;6;109;6;593
-3812888;40.016306;6;95;6,9;593
55825796;19.525659;2;96;5,7;594
39700000;27.009723;5;110;5,8;594
66244770;27.465433;6;116;7;594
69185582;27.555646;5;102;6,2;594
84908830;26.69592;6;97;5,8;594
14085477;18.447479;6;123;5,7;595
205756637;25.752118;4;130;6,2;597
3333531;21.606001;5;115;5,4;597
65714875;24.09152;6;109;7,1;598
-21068599;30.387148;5;105;5,3;600
64044513;23.230851;6;85;5,9;601
146404396;25.877794;5;112;6;602
141698896;15.002502;5;96;7;602
7922237;18.27083;5;106;6;603
147233113;34.308098;5;88;6,5;604
70673788;22.132418;6;91;4,1;604
13648228;22.991269;4;105;5,6;604
-37130952;23.465539;3;90;6,2;605
47374674;24.694551;5;109;6,7;607
102000000;28.227984;6;101;6,6;607
-4012679;29.261348;5;105;5;609
116900000;22.793929;5;93;7,1;609
91885767;27.684779;6;89;4,7;610
47160734;27.11589;6;105;5,4;611
50029656;17.869443;6;109;5,9;612
34586584;30.909699;4;128;7,1;612
-12000000;25.496926;6;99;6,9;612
49956806;27.990284;6;78;5,4;613
50416905;25.903237;4;100;5,2;613
279965036;25.28436;2;100;6,1;613
71000000;26.967494;4;149;7,9;613
40896829;25.520976;3;90;5,7;615
42191886;18.923181;4;106;6,8;615
20539911;24.100863;5;144;7,3;616
24281723;30.583959;4;102;6,7;618
130638883;26.952727;6;133;7,2;619
-13590109;25.799697;5;111;6,2;620
55447968;29.173266;6;112;6;620
125382724;22.845143;7;85;4,9;621
-5938689;29.608322;4;125;5,3;621
154116327;28.500913;3;129;6,4;622
-10100000;29.253833;6;116;6,8;624
31505065;30.537845;7;130;7,4;626
31965843;25.894065;5;129;5,4;626
102026112;25.159168;4;90;5,9;627
186957688;5.411154;6;111;5,8;628
17126295;23.982956;6;113;7;628
136458706;30.515175;5;127;6,5;629
101591324;27.303608;6;98;5,8;629
41918658;30.981604;5;100;5,2;629
-1939157;30.196039;2;135;6,2;629
61457682;16.92991;6;136;7;630
-12112543;24.548633;3;127;7,3;630
43729176;25.978555;2;96;5,8;631
3008161;29.072964;5;107;5,3;631
-3399104;27.662696;7;95;6,8;631
111451538;32.233713;5;110;5,4;632
248700832;29.834065;4;117;7,2;632
17318349;22.07638;3;104;6,8;633
34956140;28.867568;6;101;6,2;633
44000000;29.071955;2;105;6,1;633
95213455;28.200874;6;112;5,6;634
31416464;28.019226;3;98;6;634
146394432;23.607392;5;99;7,2;635
16050575;33.555764;6;84;6,6;635
144594016;28.800112;5;133;5,8;636
94022650;29.498304;5;104;6,3;636
5654912;29.223881;7;115;7,4;636
18074539;29.647844;6;118;5,9;638
13801173;26.441669;6;114;7,3;638
21944236;27.097932;4;94;6;639
68929150;26.38704;5;130;6,5;639
17556119;45.317278;4;108;6;639
-11625672;28.397048;5;108;5,5;640
127816700;28.973074;5;98;6,5;640
72160846;28.670193;6;69;7;640
4145613;19.705311;6;116;6,7;641
20474340;22.364549;4;123;6,5;642
110922370;18.362333;4;121;7,1;642
162452832;30.380747;1;85;6,8;643
110268750;28.848842;6;101;5,6;644
121269535;18.121404;6;96;5,6;644
16680201;18.262017;6;87;5,4;647
253625427;31.719463;6;100;5,6;648
59114085;31.802807;6;129;6,6;650
96308889;24.499996;3;110;7,4;650
77242962;16.595874;3;145;7,3;652
-8517793;33.98637;6;106;6,2;652
32169884;6.567065;3;121;6;654
112309027;26.61951;6;83;6,1;656
-23000000;48.0343;4;92;5,4;656
-4203153;25.848003;6;93;6,5;656
53488889;26.58873;4;91;6,5;656
-91969578;32.351527;2;153;8;657
11129846;22.139842;3;129;7,2;657
-13389116;32.657488;6;122;6,7;658
5122090;28.819424;4;96;5,6;658
417760;23.307949;6;77;5,9;658
-6552846;48.784734;4;92;6,2;659
125216468;32.602868;6;122;6,3;659
18907422;26.509175;1;98;6,6;660
104000000;25.6713;5;111;7;661
10664721;32.31022;4;105;6,2;661
386006740;26.576385;4;129;6,1;661
23152800;29.365851;6;106;7,2;661
107470746;29.775441;5;99;6,7;663
204736344;27.683874;5;90;6,1;663
18293509;29.01153;2;92;5,6;664
-29504697;27.940093;6;84;3,1;664
5737585;27.36562;5;81;7;664
368140005;29.412262;2;88;5,4;666
-13651216;31.02233;4;116;7,2;666
48255770;30.656345;4;97;6,6;668
-16938018;27.615108;6;101;6;669
200703818;29.15813;4;83;7,5;669
15222298;21.118196;6;128;6,7;670
74830111;29.88736;6;99;6,5;670
-7000000;49.808505;5;109;5,6;670
-26000000;23.227877;3;104;5,5;671
13889159;10.81439;6;105;6,4;671
10426096;19.220789;6;106;6,2;671
-2891280;28.540614;6;106;7;671
363744044;18.115566;6;95;7,3;671
-37821105;22.643776;4;120;5,7;672
-1508760;13.143045;3;101;6,6;672
826594;27.916284;6;92;6,1;675
147300000;27.714043;6;128;7;675
84800000;22.434102;5;113;7,3;675
2108608;27.568194;4;101;5,4;676
8096053;18.289303;5;93;7,5;676
28766121;17.157738;7;113;5,5;677
261776732;32.217425;5;113;6,9;677
-961058;21.276864;4;112;5;677
76086475;28.703007;4;109;6,3;679
78695338;31.974359;4;102;6,2;679
136831537;27.165222;3;92;6;680
-1779629;30.001024;6;95;6,8;683
-5772702;24.821138;3;109;5,6;685
223456605;21.462935;2;85;5,4;686
6154592;31.324734;4;92;5;687
108586134;27.654472;6;100;5,6;687
0;31.339015;1;87;6;687
18598652;32.14444;5;103;5,4;688
126015611;31.294717;3;102;5,7;690
58000000;29.359201;3;118;5,9;690
17286781;29.761163;6;103;6,2;691
18309131;28.350927;5;87;5,4;692
38323487;16.251204;5;115;6;692
33000000;34.973086;2;114;6,6;692
-10749980;29.652536;4;105;5,2;692
14936908;18.514292;1;88;6,7;693
-80445998;28.840997;3;165;6,3;694
-11787718;32.717853;5;112;6,2;694
242434178;32.473628;3;105;5,5;695
97977226;11.50396;4;93;5,3;695
-8222894;29.501489;6;116;6,1;695
2315140;30.920075;2;120;7,1;695
60358911;29.035222;5;164;6,9;696
55149435;30.002907;6;113;6;697
44822796;30.387754;5;112;6,6;697
150212113;26.516624;4;98;6;699
-363711;30.863082;6;101;5,9;700
-3741940;25.682509;6;137;7;701
6072209;25.918007;6;103;7,3;701
74769345;20.28119;4;95;5,4;702
60073390;37.321848;7;97;6,5;703
-9695999;29.954302;4;93;5,4;703
11122105;30.131498;6;101;6,4;703
44244700;24.351305;6;99;4,4;703
5755873;30.058263;3;124;7,7;704
-14000000;29.796394;6;99;7,1;705
54623713;35.107857;6;107;6,1;705
107713057;29.660993;4;115;6,3;706
15247881;31.066874;7;129;6,9;708
40450008;31.160542;6;117;6,5;709
45683916;30.816341;5;102;6,9;710
97489822;24.356483;6;97;6,4;711
52298489;32.044191;6;130;6,1;712
46009334;35.022029;6;117;5;712
51067909;25.28132;7;95;6,1;713
121615285;16.245068;6;147;7,3;715
12204030;35.232278;5;95;5,8;715
204271286;30.347332;6;131;7,1;716
111161491;24.862767;6;90;6,2;716
55737889;35.227212;3;191;7,4;716
-5117111;30.254021;5;115;6,4;717
7744471;35.061467;5;172;7,5;717
158438883;35.580032;3;136;7,3;718
86044638;21.219292;5;118;5,7;718
13292615;14.799323;3;80;6,8;718
237594032;36.952268;5;93;5,8;719
21010864;30.271066;5;124;8,1;719
-6600000;29.230298;6;116;6,5;720
-4028915;32.523573;3;142;7,3;720
49217789;23.316208;1;90;6,1;720
23653224;32.26789;7;113;7,1;721
18105111;27.326466;5;102;6,1;721
8350000;10.713521;3;127;7,6;721
57233629;31.900899;5;90;6;722
174512032;22.789649;4;91;6,9;722
-2562119;26.9385;5;100;5,3;724
4659200;36.556954;5;103;4,6;727
101697323;21.815122;6;94;6,5;728
22120318;27.934978;3;108;5,9;730
116150434;36.133536;5;90;5,8;730
101069860;29.854773;5;114;5,7;731
35505856;37.776566;6;112;7,1;732
224134910;34.36645;3;89;6;733
-10385849;30.952377;5;88;6,3;733
2030712;18.450613;5;92;5,2;733
1932305;25.400935;6;110;6,2;735
23450437;32.015477;6;112;5,9;736
121834276;24.992057;5;116;5,7;736
-5544768;30.983397;4;104;6,8;737
35065672;35.522027;6;93;5,7;737
7664377;19.978021;6;107;6;737
2603069;20.011435;6;80;7;738
49800000;34.022209;3;116;4,8;738
1797066;39.381913;3;94;4,9;740
39558115;26.134678;6;122;6,6;741
49606030;28.069419;4;137;6;741
-33326758;29.787135;6;96;6,5;742
44729358;20.69219;7;93;5,9;742
22930465;24.612603;5;97;5,8;742
47500000;34.224204;5;90;6,4;742
2323044;35.674774;6;84;5,4;742
23924696;36.582038;7;107;5,9;748
-218449;35.268557;5;120;7,5;749
-9796980;28.803802;4;108;6,1;750
133262620;32.549282;5;83;5,3;750
105000000;20.428237;5;110;6,8;750
132361754;32.835777;6;94;5,7;751
47437106;34.890999;4;95;7,3;755
29205099;26.598884;6;92;6,5;755
3124130;19.748658;3;92;6,8;755
33571250;35.384423;4;92;7,6;756
20401898;30.359164;3;133;6,3;756
-9171460;27.631262;5;95;5,6;760
76898765;41.298723;6;115;6,6;760
41837234;43.791745;5;102;7,1;763
24889998;32.227223;6;125;6,6;765
9926213;33.93914;5;117;7,2;765
37966152;31.856589;6;131;6,2;766
21700105;35.099611;5;124;6,1;766
-11000000;25.302978;4;105;7;766
35100000;26.510558;5;93;7,5;766
145444603;24.855701;6;127;6,3;767
88798265;31.385257;7;139;7;767
45505973;33.394082;4;113;6,2;767
36643346;34.052253;6;117;5,8;770
38100000;31.364901;5;109;6,1;770
46126565;40.072583;6;170;7,2;771
23159963;23.004607;6;100;5,7;772
168387299;32.05145;5;98;6,1;772
129963386;33.238296;6;90;5,8;773
-7446829;39.338097;7;124;5,8;773
-12354673;28.353517;3;108;6,5;774
-15191597;25.237969;6;119;7,1;775
-15288207;35.53352;1;160;7;776
49418872;38.006982;4;103;4,3;777
-678499;15.194239;1;101;6,1;779
105333180;37.537093;3;92;5,3;779
118022233;22.57178;4;91;6,1;783
28718711;33.507289;5;114;5,5;783
108320568;26.065735;5;113;6,2;785
55020213;31.884559;6;128;6,8;787
157293131;31.250383;5;91;5,2;788
47139399;39.539045;6;90;6,7;789
62011111;36.973031;6;138;6,9;790
58378744;36.819044;5;86;4,6;793
20500000;28.60542;7;121;7,5;793
111500000;36.230204;6;114;7;794
40225693;20.360549;6;119;6,7;796
53100000;16.52083;6;105;6,6;796
264317794;31.792964;6;122;6,8;796
28101594;19.85579;5;155;7,5;796
-12616311;21.547446;6;122;7,4;797
5969000;37.253774;7;100;4,7;797
41122026;29.533437;4;114;7,1;797
-7360703;29.371987;6;115;5,6;797
26438988;35.350303;3;90;5,3;797
62229792;37.492928;6;107;6,7;798
1000000;23.981601;3;100;7,6;798
10346186;31.92695;2;94;6,3;799
106402450;28.043508;5;105;6,4;799
-12000000;16.051328;4;97;6,9;803
-17897621;32.271938;5;104;4,2;808
20000098;24.961625;4;139;7,1;808
22116152;39.30982;4;122;7,7;808
81040000;32.875469;4;124;5,1;808
286731527;36.172182;6;118;6,4;811
88505027;22.636908;4;104;6,7;811
81019290;33.923786;4;124;7,2;813
23583175;30.934688;4;80;5,8;816
148613188;29.464852;3;99;6,8;817
110602194;20.566554;4;89;5,8;817
46787908;29.023184;5;127;7,4;817
4409377;26.218912;4;97;5,4;817
17316267;40.138009;6;118;5,6;818
191650703;31.435539;6;88;5,4;820
150804534;17.667826;5;80;5,2;820
103057533;32.943848;5;92;5,9;820
106706683;25.996219;6;113;7,4;821
0;21.801188;4;116;6,2;821
15363790;35.120736;5;123;7;823
69594140;37.729059;5;115;6,9;823
20652890;14.543435;6;130;6,8;823
20965854;33.785969;4;108;6,5;824
5411183;39.784026;6;108;6,3;824
11451803;30.993736;4;188;7,5;825
-52247060;46.832372;3;133;5,1;826
78493655;33.884459;5;118;6,5;826
-19695110;24.606012;4;96;6,8;827
65402208;23.449703;6;97;6,6;827
17164830;32.841229;6;94;5,8;827
200316;39.324831;6;100;7,2;828
42563539;41.670544;6;83;7,4;831
146167139;32.478077;4;82;5,4;831
80914445;13.658985;3;99;7,2;831
152999686;26.251217;5;106;5,6;832
152292902;35.537397;6;115;7;832
-3916401;17.709888;6;91;6,2;832
28740827;34.628738;6;96;6,9;832
-8889025;45.742217;5;148;6,5;833
21935319;36.319205;1;105;7,2;834
131721132;30.445257;4;102;6,5;835
7739015;31.887978;5;114;6,9;836
15556061;32.257414;6;100;5,3;837
-5969529;34.917447;6;108;5;837
185821495;28.540267;5;119;6,3;838
-11000000;33.758281;6;81;7,3;838
230156409;36.38795;6;124;6,2;840
148363301;35.244037;3;120;6,1;840
50500000;33.649652;6;127;6,6;840
125735876;35.601665;2;115;5,5;841
11500000;25.281197;3;107;6,4;841
57006880;35.4763;6;95;5,8;842
127912430;38.73494;6;92;6,7;843
7000000;21.01755;6;104;5,8;843
476793;19.940245;6;89;5,5;847
3612356;35.481169;6;100;7,2;848
161502426;37.179547;6;99;6,7;848
26165571;24.054062;6;86;6;849
127371441;23.854701;6;116;6,3;850
76156230;16.801218;3;120;6,7;850
54995385;41.286336;2;216;7,8;851
120583018;28.029015;1;88;6;852
128997819;28.468;3;99;6,1;853
192786137;38.616744;6;96;5,8;854
83473333;36.444894;1;106;6,5;854
65464664;34.070054;6;120;5,9;855
84663461;33.385429;6;89;5,9;856
8499999;28.27648;4;87;3,5;856
-18567273;37.054554;6;89;7;858
96000000;33.747825;3;110;5,5;858
33275483;35.108498;6;92;6,2;858
14560577;35.542809;5;96;5,9;861
-15000000;41.089863;4;132;7,5;861
226832400;39.604363;2;128;6;862
5537387;35.754865;5;90;7;862
30195426;26.180367;4;136;6,9;863
256400432;38.653969;3;96;6,3;864
581899420;38.171417;4;127;6,9;864
37572000;32.579697;6;96;6;864
173474602;35.695442;6;92;5,8;865
110887643;38.555482;6;92;5,9;866
112934180;21.543389;1;88;5,5;867
34352607;37.181019;5;123;6,3;869
-84540684;22.550135;1;85;6;874
65175006;36.368839;6;91;6,3;874
200601895;34.86859;6;93;6,1;875
21058898;35.737655;4;100;6,4;875
11193675;40.688426;1;100;8;875
203240178;40.379966;6;138;7,1;877
-1728159;39.756748;2;207;4,9;878
84230332;24.345651;1;97;6;879
151904017;37.917002;5;110;5,7;880
267862;39.395881;5;98;5,3;881
-11000000;31.763201;6;97;5,9;881
18405445;25.511217;6;104;6,6;881
123774679;25.43954;6;96;6,1;882
77441;27.322212;5;99;6,5;882
204207227;39.882276;5;95;7;883
24597999;41.638961;6;113;6;883
14300000;38.771062;7;99;6,5;883
14417298;36.173598;5;136;7,1;885
785148;32.690038;2;103;7,2;886
-5666876;38.150787;4;117;6,7;887
75778934;38.83192;5;94;6,3;887
13066240;26.881611;2;112;6,6;890
82815558;28.456572;6;126;6,9;891
67400065;31.054334;2;129;5,9;893
-21000000;27.197799;4;81;7,1;893
28572262;33.926473;6;101;6;894
29050000;35.037625;5;85;6,9;894
43280098;37.507136;6;128;6,5;895
53058786;38.429648;5;134;5,6;896
132874442;23.531721;4;99;5,9;901
45412898;26.072228;5;119;7;902
57138686;35.21926;2;111;6,1;902
15419483;39.890798;4;96;6,7;902
129352633;29.244768;5;93;5,9;903
21148651;34.421696;5;133;6,9;905
52487473;36.670399;6;132;6,6;907
342493908;28.803729;6;143;6,6;909
70081841;38.629763;5;124;6,5;909
63493061;20.317469;7;101;6,5;910
172673217;36.585509;6;84;5,8;912
223552592;27.039636;6;139;6,7;913
139175788;33.616115;6;106;5,2;914
170384621;41.247402;5;95;6,4;915
264178011;37.885022;6;139;7,2;915
40427839;32.243357;7;124;7,2;918
19000000;33.282794;6;118;7,5;919
35000000;19.786392;6;183;7,8;921
47162162;45.151657;6;100;5,6;922
123649015;38.125008;4;119;6;923
0;23.139971;4;107;6,9;923
135000000;38.100488;4;99;5,9;923
57274484;36.605246;4;110;5,6;924
223011068;42.887121;5;119;6;925
4221189;34.041407;6;102;6,2;925
145801819;39.58676;7;100;7,5;926
12298192;39.019229;1;175;5,6;927
98270999;39.001682;5;116;6,1;927
196525736;45.742254;1;120;7,2;927
13000000;21.826888;3;115;6,2;927
77930623;36.743324;4;104;5,8;932
45080413;36.788745;5;99;6,1;932
-3712212;27.908783;5;87;6,6;932
20248241;32.940597;6;106;6,4;933
157243185;40.903931;6;115;6,7;934
28948000;31.691617;3;78;5,1;934
19411370;42.526529;4;144;7;938
5000000;35.524457;6;129;7,7;938
58650000;48.901542;5;110;5,7;940
278014286;37.960289;3;174;6,1;941
164432665;47.973995;6;81;5,6;944
71811453;36.301202;5;100;5,9;944
74357138;26.811541;5;101;6,8;946
-30421885;38.924136;3;95;7,2;948
40000000;36.764666;6;113;6,9;948
402471524;32.079995;6;113;6,1;950
103403799;20.501582;4;91;4,9;950
16606743;30.477114;6;100;6,3;950
76823546;18.430419;6;96;7,3;950
127500343;28.727731;5;121;6,8;951
37501541;42.952942;6;115;7;951
79000000;44.690107;4;102;7,3;953
-21611680;48.03528;5;111;5,9;954
50166126;40.597856;5;106;6,2;954
4261569;38.802415;4;101;6,5;956
19178613;63.628459;6;102;5,2;957
169200000;46.212155;6;134;7,2;957
22600832;37.117362;5;95;5,2;957
68000000;34.938177;4;137;6,5;958
167135367;30.475297;6;84;5,8;959
137259441;26.253357;6;129;6,2;959
3035405;23.672571;6;105;6,8;959
167000000;32.624355;5;111;6,1;961
47087155;19.893646;5;106;5,6;961
301360478;29.843818;5;105;6,8;961
110623848;39.873791;4;112;5,8;963
-6300000;24.939295;6;131;6,9;963
60810892;45.083509;1;99;6,2;966
75965753;42.669304;4;89;5,9;966
149288105;30.863434;5;104;4,9;967
396176459;48.98255;6;238;7,3;970
52913171;32.908414;6;96;6,4;972
167298907;22.332927;6;96;6,4;972
17972994;32.854557;4;131;6,7;973
92719158;31.64341;6;93;5,8;974
126835339;29.489274;5;126;6,9;977
397188435;42.40024;4;102;6,3;978
130259319;30.695228;5;111;6,1;978
44389433;16.629173;4;107;7;978
233655431;40.137264;6;94;5,9;979
147722310;41.156217;6;92;6,2;981
96220678;35.376971;4;83;5,4;982
94303851;45.946524;5;97;6,2;983
98590271;56.30466;6;89;5,2;983
52138;40.721373;4;124;5,6;984
22674226;43.862456;4;139;6,5;987
141398518;16.901954;5;97;6,4;987
122381062;47.812466;5;110;7,8;987
180678440;44.301745;4;125;7,6;988
89218220;44.640292;6;135;5,9;992
111584879;29.505574;1;146;7;992
304111707;31.39165;6;127;6,1;992
133668774;20.716023;6;104;6,9;993
100162788;45.351617;4;103;6,2;995
28976270;41.273567;3;131;7,2;999
43345589;44.19092;4;120;6;1000
38703995;40.196514;1;109;6,7;1000
-4200000;16.536374;6;98;6,9;1000
-6841192;47.862016;5;102;7;1002
18049082;37.821106;4;94;5,6;1004
0;23.413188;6;99;7,5;1005
83494610;44.120328;4;117;6,6;1006
97760134;31.690456;5;105;6,6;1006
115078586;35.6585;5;101;6;1007
34251425;35.892034;3;93;5,2;1010
277940086;18.316151;3;95;6,2;1011
164485654;25.41929;4;125;5,7;1013
51183989;36.15716;6;94;6,5;1013
74356381;44.529429;6;101;6,8;1016
