Profit;popularity;Day_of_week;runtime;vote_average;vote_count
-50075967;8.37378;6;91;4,3;97
323292;6.889633;4;102;6,9;97
-11100000;8.314624;6;132;6,7;97
-3000000;8.113634;6;92;5,9;97
-108;7.410523;3;90;4;97
10124262;7.235794;6;129;6,9;97
-3850000;10.787322;3;93;5,4;97
9302151;5.206967;5;157;5,6;97
14056528;6.377523;6;118;6,3;97
3400000;4.859873;6;99;7,9;97
-3150000;8.039223;5;100;6,1;97
-780000;6.003418;5;90;8;98
26800345;6.293217;5;81;5,2;99
21520719;10.409253;6;100;6,1;99
-8504592;6.18869;5;131;7,7;99
21010817;13.987772;6;97;7,3;99
15563727;6.39503;6;116;7,4;99
73;4.590277;5;78;6;100
-2282885;5.700333;6;95;6,7;100
24574362;8.885017;3;97;4,4;100
-8594755;7.446069;6;89;5;100
13526835;7.499639;6;85;6;100
10625401;8.775844;6;119;6,5;100
188126;5.897479;6;98;4,3;100
32956317;6.093989;6;122;5,4;100
26702483;10.115011;6;100;5,2;101
3455276;5.787891;6;95;5,6;101
-250000;5.217002;6;106;7,2;101
-5100000;5.934016;5;103;6,3;102
-3133001;7.758188;3;101;6,5;102
-230000;8.055084;4;87;5,7;102
-12256692;7.226115;6;132;6,5;103
25251371;9.525037;6;123;6,8;103
4627372;9.119797;6;94;5,4;103
-13000000;5.831302;5;93;6,1;103
27402877;8.305998;5;153;7;103
-21586546;12.893219;2;97;6,1;103
-1736415;7.673124;4;112;4,6;103
-46733791;9.053456;6;121;3,5;104
-8914222;10.410933;5;75;4,6;104
2016165;6.201404;1;90;5,6;104
-16412596;4.822033;5;90;4;104
-17323302;10.991281;3;103;7;104
2507368;9.378688;6;84;5,5;104
-9156392;11.782725;6;87;4,4;104
-21097985;6.756886;6;101;3,2;105
-6806898;8.902102;7;89;7,2;105
-119180039;10.660441;4;137;5,8;106
19834815;9.894346;6;86;6,2;106
20144499;11.241802;6;98;7,7;106
103943;8.519202;5;90;5,3;106
47301471;12.373248;4;86;6,1;107
3250000;5.327714;7;114;6,8;107
-4059945;9.230073;5;119;7,7;107
-3498345;2.62082;6;104;7,4;107
-1326934;lip.91;2;86;6;107
-39617593;7.44268;6;135;5,5;108
-16386538;7.436491;6;132;6,5;108
800000;10.47644;6;93;5,9;108
-1177654;9.400404;6;86;4,7;108
0;8.387573;3;93;6,3;108
0;6.192383;7;85;5,9;108
-13297099;10.147321;5;115;6,1;109
-75171919;5.762037;6;91;4,9;109
47231070;5.952527;4;93;5,1;109
14007143;6.425528;6;91;6,1;109
43260558;6.537986;3;100;7,1;109
2563661;6.938854;3;112;7,1;109
-35000000;6.523472;5;127;6,7;110
29958599;12.601306;3;101;5,3;110
-33000000;7.339908;6;96;4,9;110
10800000;7.964451;3;99;4,5;110
-9568823;7.538513;6;120;6,9;110
55597042;11.263361;2;127;6,5;110
54625195;7.210095;6;123;6,7;110
-12000000;6.803763;6;122;6,4;110
0;5.663889;6;114;6,3;110
-7000000;12.150871;4;111;3,8;110
-7000000;6.665164;6;94;6,7;110
393961;14.238376;6;85;6,5;110
5988000;4.553644;1;93;2;110
19406406;10.706613;7;84;7,3;111
-74010360;7.342892;1;110;4,8;111
-48000000;9.265672;5;114;4,9;111
-12000000;7.296459;6;100;6,2;111
-24000000;3.572339;6;108;5,9;111
-2192431;8.244324;6;100;5,6;111
5800000;6.772615;6;100;4,5;111
0;7.594593;2;113;6;111
-3055248;6.27257;6;94;5,7;111
33400000;12.439495;5;101;6,1;111
0;5.379319;6;99;7,9;111
-1081039;5.817519;6;96;3;111
-37235799;8.139676;6;97;3,9;112
-12965168;6.246199;6;111;5,2;112
16604473;6.086083;6;86;5,5;112
0;3.70789;6;142;6,3;112
0;6.340135;4;102;5,6;112
-2400000;11.753553;4;110;6,3;112
9750000;6.903314;1;101;5,8;112
720000;7.072118;6;89;7,9;112
-20750706;8.41856;3;89;5,4;113
106269971;6.775294;6;137;6,9;113
-16000000;8.711782;6;112;6,4;113
670712;6.497285;6;104;4,8;113
0;6.672008;3;82;2,4;113
5500000;7.021871;6;106;5,8;114
5114487;12.10235;6;102;4,7;114
-25000000;6.895866;6;100;6,5;114
40000000;6.92592;6;127;7;114
0;5.904126;5;96;5;114
-35000000;9.122828;6;180;7,7;115
11351350;5.625632;5;105;5,4;115
0;8.710294;4;87;4,6;115
12571189;12.172131;7;121;4,1;115
-1000000;5.06516;7;94;6,7;115
0;11.347855;5;91;5;115
-33000000;9.060642;6;124;5,7;116
37588485;4.748929;6;118;6,2;116
1053788;10.932711;6;119;7,2;116
-7500000;8.859657;3;92;5,8;116
47715416;6.847099;6;108;6,8;116
12872796;5.461487;4;99;5,7;116
-4000000;10.789912;5;90;7,8;116
0;9.814785;4;242;7,3;117
0;6.679954;1;95;4;117
0;8.022122;4;87;6,6;117
-22594580;7.008216;7;95;3,5;118
-23000000;7.901891;6;97;6;118
1220215;7.720692;6;110;6,9;118
-15000000;10.48009;5;94;4,6;118
-4000000;12.822534;5;93;5,2;118
27483764;11.77398;6;82;4,9;119
-6600039;6.156015;6;112;6,4;119
6546197;7.360793;6;84;4,7;119
0;11.360997;4;119;6,5;119
0;11.689337;6;94;5,5;119
0;11.706309;3;120;6,4;119
9999990;10.013629;7;99;6,7;119
12510851;4.134327;2;84;5,8;119
-4978739;8.432401;6;113;7,5;119
86047179;7.027139;7;134;5,9;120
-19500000;6.004422;6;100;5,4;120
-13862199;5.650125;6;109;6,7;120
0;5.214408;6;98;5;120
-18000000;5.706767;5;125;7,2;120
10000000;7.924982;4;128;7;120
6003587;7.792851;6;101;6,7;120
-34000000;12.867326;3;85;6,3;121
5429707;10.274542;3;98;7,7;121
-70000;6.328665;5;92;6;121
2000000;14.866351;5;106;6;122
0;9.229999;6;106;6;122
15605015;11.350382;6;100;6,1;122
-48583698;12.669778;6;96;5,3;123
63772522;8.058109;5;102;5,1;123
75000000;6.889437;6;93;4,7;123
8222729;5.683281;6;106;6,3;123
-1869111;6.764437;1;104;6,2;123
3644000;11.225044;6;98;4,9;123
0;6.379933;5;104;5,4;123
-23127329;8.980846;6;103;5,7;124
0;6.130231;4;98;6,6;124
19300000;12.300789;6;88;5,3;124
0;7.866961;6;92;5,5;124
0;6.632891;2;88;6,1;124
7700000;6.473667;1;80;6,1;124
0;5.794466;4;100;5,3;125
-25641967;7.222985;6;99;5,7;125
-9775758;12.779201;7;126;6,8;125
-6198245;6.397042;6;97;6,5;125
480811;6.677093;6;113;7,1;125
11101672;11.66632;6;85;7,6;125
-14789012;7.716606;5;111;5,4;126
0;9.87419;6;97;6,4;126
2696708;5.928937;6;113;6,8;126
9047674;6.926926;6;90;6,9;126
-10795071;9.607391;6;87;6;127
0;11.870161;5;120;6,2;127
-18326578;8.31653;6;104;5,2;127
-16000000;7.612849;6;90;7;127
0;7.250379;6;97;6,7;127
830137;11.637458;6;92;6,8;127
-750000;8.429295;4;107;5,7;127
-300000;7.791898;1;110;7;127
0;7.588597;5;114;5,9;128
0;4.115398;6;90;6,4;128
-6439124;7.261196;4;124;6,8;128
6868437;11.885221;5;88;4,1;128
6097767;7.077505;6;113;5,9;128
-10480540;9.904881;6;117;5,8;129
-21545699;4.952735;3;134;7,2;129
21237648;11.203335;2;115;5,8;129
-15000000;8.884405;4;80;6,5;129
-8000000;7.828459;6;104;6,4;129
10500000;10.729884;6;92;7,4;129
20179430;9.67299;6;108;6,8;129
-26043392;12.621769;6;110;5,8;130
-16700508;7.739276;2;114;5,7;130
0;7.829295;6;98;7;130
15127963;7.297757;6;115;6,3;130
0;7.245108;7;94;6,4;130
-6814219;7.06762;6;101;6,4;131
-16478171;10.694417;6;86;4,8;131
15841901;8.265317;3;98;6,1;131
37977250;7.980632;4;129;7,4;131
-6146000;9.455596;6;108;5,3;131
0;6.799314;7;118;6,6;131
0;9.177896;5;97;4,4;131
-6627398;7.554799;2;123;6,3;131
0;10.396305;1;105;7,4;131
-5000000;11.095219;7;123;4,7;131
0;7.101197;6;85;6;131
-55000000;11.329727;5;109;5,9;132
-17873542;8.363702;6;91;4,9;132
-2365172;7.802245;4;113;6,4;132
-2000000;6.249262;7;101;6,2;132
46546518;10.088006;4;87;5,2;133
12382362;6.925645;5;83;5,4;133
16749142;11.543363;6;118;4,5;133
15;9.572705;5;140;7,4;133
-7000000;15.212569;6;91;6,1;133
28850000;6.915201;3;118;6,3;133
-23531725;6.248309;6;90;4,4;134
-55000000;12.340384;6;107;5,7;134
-45000000;11.095914;6;96;5,9;134
30100000;6.420434;3;117;5,4;134
-3432147;10.232599;6;136;6,7;134
-2582638;7.487843;5;87;5,5;134
74304330;7.623979;4;181;6,5;134
2130000;11.837067;6;104;4,6;134
-65000000;8.680334;6;103;5,7;135
-9800895;7.832337;4;117;5,6;135
-34332107;14.566664;5;82;4,2;135
60000000;16.254032;6;159;7,5;135
-22493812;10.304172;6;83;4,9;135
-29000000;10.364582;6;86;5,8;135
-25000000;12.18362;5;116;6,2;135
0;7.668063;5;107;5,5;135
20793160;13.13724;6;107;6,5;135
-5179312;6.170139;4;95;6,4;135
3757163;11.880899;6;106;5,5;135
6861102;10.254807;6;87;8,2;135
48827328;9.337388;4;98;4,3;135
-7573776;5.244518;5;91;5,2;135
14870;6.507094;5;93;6;135
-87982678;7.029308;6;119;5,7;136
-27699111;9.025236;5;100;4,7;136
-30912431;7.349497;5;100;6,3;136
23382841;12.243887;1;103;5,9;136
7297244;5.647538;5;96;8,1;136
-3000000;9.249229;3;90;4,8;136
11112916;4.280619;5;98;4,5;137
-9521200;9.169271;6;122;6,2;137
10867586;13.349012;5;120;6,7;137
63781642;10.297189;2;102;6,2;137
-1198060;9.525626;5;114;5,1;137
36833347;6.470766;4;113;6,8;137
52411275;9.18885;7;93;4,7;137
3075000;12.833247;1;90;6,5;137
23063435;8.178203;6;108;5,4;138
-20935505;8.186936;6;98;5,5;138
-10363363;12.321302;5;125;6,5;138
13885802;14.045887;6;106;7,7;138
8;11.818333;6;98;6,4;138
52687344;8.700565;1;136;5,5;139
-7601372;17.227376;6;96;6,1;139
-15365938;10.617236;4;107;4,5;139
48520298;7.722021;7;98;6,3;139
42145;6.085879;6;110;4,1;139
7618727;8.079046;4;116;7;139
3325872;9.617777;6;101;4,8;139
0;7.759215;6;109;8,2;139
0;6.786117;2;102;5,3;140
28405313;11.120167;5;98;5,8;140
24819301;14.585968;6;92;4,9;140
0;6.847133;5;104;5,9;140
-7372508;6.385234;5;82;4,5;140
50600000;14.562991;5;163;7,3;140
1900000;8.591387;3;97;6,1;140
0;9.451228;6;94;5,9;140
0;10.142218;5;120;6,3;140
3179037;14.846001;7;101;7,2;140
-1344000;20.422246;4;103;3,9;140
20277485;9.254647;6;109;6,8;141
5078241;8.386432;1;92;6,3;141
6551495;8.630825;6;89;5;141
91879513;11.47316;6;113;6,7;141
-12000000;9.164386;3;100;6,9;141
-92896027;12.092241;5;95;4,4;142
-18161090;9.07278;4;114;6,2;142
0;7.436315;5;83;5,3;142
-4407494;11.103202;4;78;7,6;142
0;7.377587;6;101;5,6;142
6133747;8.526635;2;105;4,5;142
62000000;9.476999;6;120;6,5;143
-3244258;10.032626;5;113;5,6;143
4406464;10.445391;6;131;6,1;143
15554533;9.829859;6;77;6,3;143
0;5.0348;6;99;5,8;143
21550000;8.38717;4;172;7,7;143
42647449;8.305085;6;118;7,2;144
0;12.467267;6;138;6,7;144
2818995;10.925618;6;100;5,2;144
-14675559;7.473455;6;110;5,5;144
15527914;9.982885;1;107;6,9;144
-8000000;9.782433;6;95;6,9;144
800000;11.35344;2;92;6,5;144
12350369;9.773398;6;103;5,5;144
56545703;9.568884;5;127;5,9;145
5112895;9.061866;6;131;5,5;145
-44187007;4.494788;6;102;4,8;145
-6000000;12.541983;6;124;6,6;145
-46000000;7.386394;6;126;6,2;146
39885000;13.244365;4;248;6,7;146
-26000000;10.981038;4;127;7,1;146
18288674;6.081772;5;92;4,7;146
-11413624;7.034752;3;94;4,7;146
-6500000;14.171759;5;98;6,1;146
9627779;13.210898;6;96;4,6;147
70491683;7.981116;6;79;5,7;147
4063291;9.795985;2;144;6,9;147
-5170043;7.001176;6;107;5,2;147
-18000000;11.238522;6;81;4,9;147
0;9.85123;4;92;4,9;147
-19000000;7.663515;4;100;6,8;148
5000337;6.756771;6;99;4,6;148
3596911;10.703456;5;139;6,5;148
0;9.750557;6;105;6,3;148
-9300000;12.928269;6;90;6,2;148
279017;5.93923;2;92;5,7;148
387000;12.564554;5;83;5,4;148
33761844;12.25622;6;87;5;149
4340177;13.668633;6;92;4,6;149
0;8.945081;4;108;6,2;149
-11000000;10.016909;6;106;5,3;149
5800000;6.920873;2;99;8;149
8854588;10.731574;6;135;5,9;150
-8092315;9.662715;6;90;5;150
2277396;8.308442;4;99;6,1;150
-6941665;6.803965;1;134;6,1;151
0;15.805449;3;88;5,6;151
15226144;10.84158;5;126;6,9;151
-13000000;13.525704;6;88;5,7;151
-5000000;7.794;6;91;5,8;151
-1083075;9.856826;6;98;6,2;151
0;12.818441;4;90;6,9;151
-15280785;8.303696;5;107;6,6;152
-22999988;3.362045;6;111;6,1;152
436663;9.029489;5;98;6;152
-349723;8.650779;1;93;6,1;152
-11804390;8.359599;6;108;5,8;153
-16625257;9.349386;2;144;5,2;153
-8192146;9.705589;6;98;5,1;153
26368909;9.559737;6;103;5,3;153
14641323;11.000654;1;102;5,4;153
-1500000;8.589355;5;114;5,5;153
0;8.701183;5;25;6,8;153
-45000000;11.120344;6;117;5,5;154
-33796974;6.513856;6;106;6;154
-2648431;12.887673;6;90;5,4;154
85441954;6.735922;6;105;4,8;154
-8851818;8.290636;4;110;6,6;154
16389018;6.787967;5;124;7,2;154
-8329380;10.433667;4;135;6,7;155
18105095;4.34503;6;100;5,3;155
0;11.423533;6;94;6,4;155
18771174;6.857923;5;120;6,9;155
7000000;13.338539;6;186;3,7;155
-950000;8.976128;7;100;8;155
0;10.826253;6;85;7;155
-6272254;11.267676;5;122;5,4;156
20007180;11.375032;6;106;5,8;156
-6237110;13.832376;4;102;5,6;156
17966644;7.961559;6;117;5;156
333273;9.270133;6;113;6,1;156
-9894745;5.525544;6;155;6,3;157
-16998743;9.301562;6;114;6,7;157
-27000000;7.727035;4;150;7,1;157
-14367458;8.142166;5;105;6,6;157
0;12.963328;5;84;5,7;157
25399000;11.208769;4;105;7;157
23200000;9.358197;5;127;7,9;157
0;8.816995;4;99;7,7;157
21345000;8.30723;7;99;7,1;157
31911598;13.064264;6;139;6,4;158
8527510;10.1449;5;120;6,5;158
49141030;6.703319;6;93;4,7;158
27105395;7.645979;4;114;7,4;158
9100000;10.219942;5;116;5,7;158
-5117355;10.10364;1;132;6,5;159
26842679;11.42943;5;104;5,6;159
7036004;8.085872;6;127;5,9;159
36445708;7.534003;6;135;7;159
0;12.677016;5;83;5,9;159
-19902;7.701041;6;95;5,5;160
9930095;10.547959;5;108;6;160
7500000;12.792446;2;97;5,8;160
658573;8.825113;6;95;5,7;160
5500000;11.145915;6;111;6,8;160
0;8.542921;3;88;7,5;160
0;10.639774;7;100;6,7;160
-35000000;9.011729;3;111;6,9;161
-11381716;6.353971;6;108;6,7;161
19450919;12.902975;6;101;6,2;161
0;11.199544;6;86;6,4;161
16985893;6.532855;6;91;6,9;161
4742066;8.999675;6;108;6,6;162
58404397;6.63839;6;113;6,7;163
-5952000;5.301589;6;106;5,4;163
2165608;7.679336;6;92;5;163
0;10.131123;6;84;5,1;163
0;14.345428;6;113;6,1;163
3094813;9.436431;6;91;5;163
461947;1.041254;5;96;7,5;163
7312387;9.633711;1;94;5,7;164
76657000;10.639916;5;97;7,6;164
-6426665;8.184588;6;103;6,7;164
-26174485;9.357734;5;112;5,1;165
0;9.317265;1;103;6,5;165
129058;10.095184;5;91;5,8;165
14570324;16.553594;2;108;5,9;165
9833696;5.941852;4;82;7,2;165
0;9.683622;1;110;6,8;165
-23857341;10.605084;2;116;5;166
-45000000;14.298297;6;122;5,7;166
90400000;10.704596;6;102;6,5;166
-25000000;8.450513;4;127;7,3;166
0;10.982255;3;90;6,2;166
875097;10.009994;3;110;7,4;166
-15705099;11.195593;6;97;5,1;167
0;7.924428;6;101;5,4;167
-2563491;10.50098;1;120;7;167
14796236;9.642041;5;88;4,8;167
-18000000;8.321586;4;109;6,7;167
7000000;9.191187;5;107;5,4;167
21165581;11.81832;5;108;6,2;167
-4000000;12.781973;6;102;5,5;167
-12000000;12.60629;1;81;6,5;168
-1260859;8.708229;4;95;5,7;168
0;6.948401;6;98;5,4;168
-4000000;11.387335;6;110;6,5;168
11739668;10.730056;2;88;6;168
-1744560;9.133747;6;139;7;169
0;12.898984;6;96;6;169
10116634;9.483717;6;88;4,3;170
0;10.844882;6;88;4,8;171
-23084528;12.756344;5;128;6;171
0;12.036888;6;84;7,1;171
0;12.309718;4;113;6,4;172
1679969;14.304444;6;110;5,8;172
-16000000;14.529496;4;110;6,7;172
-9831030;11.470135;6;124;5,4;173
-14;9.670031;6;93;5,9;173
-9557192;9.292987;6;96;3,1;173
2080167;11.379652;6;114;5,9;173
-13000000;11.892615;6;109;6;173
24400000;3.418871;4;97;7,4;173
-25000000;8.618208;6;97;6,3;174
28814580;13.437038;4;128;6,9;174
1284514;12.309715;7;106;6,7;175
0;11.708343;6;101;6,6;175
11070433;8.99269;6;95;5,6;176
-9961939;14.916264;7;112;6,9;176
58843409;8.839651;4;112;7,5;176
-35000000;11.897925;4;90;6,3;177
-10264078;12.313143;6;117;5,8;177
-2963851;12.163832;5;121;7;177
14706120;8.780512;4;101;5,4;177
-9704250;9.805551;5;99;6,4;177
9460020;7.894489;6;82;5,2;177
2455831;9.100352;3;93;7;177
-1000000;11.095414;5;89;6,1;177
-43279825;11.262655;6;125;5,8;178
-7634623;12.29603;5;125;5,9;178
126247;11.946898;5;83;6;178
7361566;9.452808;6;120;4,9;178
-39255262;8.468586;6;116;4,5;179
-50129433;10.930537;6;97;5,5;179
-18000000;10.144222;5;92;4,5;179
-20101588;5.671691;6;100;5,3;179
-3890000;14.038512;6;90;6,8;179
8138338;9.115486;4;98;6;179
-12327950;8.884318;4;109;6,9;180
-31370522;13.483387;4;114;4,6;180
18133014;13.472365;6;109;5,6;180
-14000000;14.813614;5;83;4,4;180
0;8.864368;6;85;6,1;180
40630415;24.656068;4;83;5,6;181
8856124;9.799177;7;93;6,5;181
0;10.621353;2;75;7,3;181
20451307;9.965073;4;103;5,9;182
-20847770;8.583217;6;92;6,1;182
-1999414;15.761384;6;114;4,7;183
-2800000;8.870614;7;97;6,2;183
112675402;8.351385;6;105;5,4;183
835752;16.318608;5;107;6,1;183
6642254;8.008844;5;96;8;183
121728258;12.891276;6;94;7,3;183
-1468000;4.680206;6;93;5,1;183
21781810;14.046705;4;115;6,1;184
21000000;10.207065;4;96;5,1;184
0;10.0403;7;91;5,5;185
-33000000;13.655735;6;99;5,3;185
2645491;13.288177;5;98;5,9;185
-13579681;12.232048;5;106;7;185
-1200000;10.869492;6;100;6,9;185
-21454636;8.629665;3;124;6,7;186
6442528;12.885985;4;117;6,3;186
61000000;10.248439;5;117;6,7;186
1311434;12.516546;5;145;7,1;187
-9313159;11.352693;3;96;7,3;187
0;10.178917;6;121;6,9;187
3123963;10.12895;6;83;5,4;187
-34682442;11.215702;6;152;6,6;188
-21171682;8.802525;4;118;5,1;188
-14100000;9.318033;6;107;5,4;188
-45433254;18.26121;1;145;6,9;189
-20765992;8.634954;3;94;6;189
-281389;13.298205;5;119;5,9;189
-2100583;10.13559;6;98;6,7;189
-8000000;10.19377;6;111;6,5;189
-1827500;16.059443;6;86;6,9;190
-40008098;11.60815;3;105;6;190
11786738;10.733761;4;111;6,3;190
5876563;12.524953;6;131;7;190
3364858;15.351412;7;95;7;190
-3640020;15.205371;5;120;5,7;191
69485490;18.678415;6;102;5,8;191
47192859;11.62423;6;89;4,6;191
9000000;12.904615;6;100;5;191
-1000000;9.954848;1;92;6,1;191
-12520282;12.445176;5;105;5,2;192
-7500000;11.636883;3;95;6,7;192
2848783;14.652342;5;92;5,2;192
16370001;9.070842;6;88;5,4;192
5000000;11.756943;4;114;6,8;192
36500000;9.225166;4;99;5,2;193
12938065;10.341982;6;87;6,6;193
-36373581;4.366488;5;116;5,7;194
0;15.376391;4;109;5,9;194
0;11.60921;2;104;5,6;194
0;14.211699;6;124;6,4;194
-192610;10.757539;6;139;8;194
45879496;11.056763;6;106;6,5;195
-30000000;10.958697;4;103;5,8;195
-20997739;12.921594;6;108;5,8;195
-15998879;13.032308;2;135;6,6;195
-9073590;11.428903;6;111;6,5;195
-3455538;8.45342;7;101;6,6;195
38880016;10.81051;2;131;5,8;196
7511906;10.072199;5;111;7,2;196
-8000000;8.204829;3;111;5,7;196
21951622;11.142389;6;98;7;196
19730418;12.639469;6;92;5,7;196
-75000000;13.327372;5;148;6,4;197
-18000000;14.15192;6;102;5,1;197
37970014;9.125594;6;88;5,6;197
22101000;10.125029;5;108;5,4;197
-2978000;11.882563;1;112;3;197
0;9.774126;4;101;7,1;197
3967038;12.999023;1;120;5,9;197
0;8.628485;7;95;5,2;197
14159144;9.176339;6;95;6,6;198
-6597680;14.831402;6;118;5,8;198
13331165;12.709227;5;81;5,9;198
40752337;8.932837;5;101;6,4;198
2511317;15.359952;6;108;6,8;198
-111007242;12.362599;4;88;5,5;199
50992898;9.855474;5;97;4,9;199
442795;12.102725;6;126;7;199
8159508;11.357474;4;121;7,4;200
16344729;10.664202;2;89;8;200
-18146652;13.630049;5;125;5,7;201
-6380391;9.448517;6;106;5,4;201
2780255;11.233081;6;118;7,1;201
1373585;14.672151;6;164;6,5;201
38034460;13.25753;6;100;5,7;202
-37948000;13.859307;6;191;6,5;202
-14992009;10.756266;5;97;5,1;202
11737911;15.355589;6;134;7,5;202
-5000000;9.136965;6;107;3,2;202
0;10.292864;6;89;4,3;203
0;14.837288;2;118;6,1;203
-110;9.950505;5;114;6,6;203
-14469236;10.218307;3;114;6,8;203
0;11.158906;6;100;5,5;203
10179302;10.605752;5;88;5,3;203
-1377800;9.815394;7;105;7,7;203
0;7.676677;6;96;5;203
-7677600;8.927137;6;104;6,1;204
5405500;9.242554;6;150;6,3;204
20672907;14.282314;6;92;6,5;204
89705852;18.345613;6;116;6,1;205
63309743;11.106006;6;115;4,4;205
22771059;13.445697;5;99;5,4;205
47473609;14.8375;5;150;7,1;205
33833449;11.409124;4;99;5,8;205
-20519686;12.790408;5;87;5;205
-2751330;12.741073;6;120;6,2;205
93567206;9.59729;7;115;6,7;205
-23800483;10.089065;1;110;6,1;206
11480851;9.278361;6;125;6,5;206
-10951367;12.752463;3;89;5;206
7271312;12.664787;5;129;6,9;206
-6000000;15.048067;6;86;5,4;206
-41696962;12.282911;5;102;5;207
14541707;10.99991;6;115;6,2;207
28750000;20.256571;4;175;6,9;207
-8142633;10.573191;3;120;6,8;207
53472904;10.439971;6;123;7,3;207
0;4.989985;1;84;4,4;207
-1300000;10.240917;4;105;6,5;207
-65000000;14.866901;6;135;6;208
-43000000;5.418921;5;103;6;208
2942221;15.21229;6;88;5,5;208
-13371787;10.559414;6;109;6,5;208
-12071932;11.766564;6;97;6,2;208
-8000000;9.590373;6;98;2,7;208
-2385227;9.169411;6;97;5,7;208
316472;10.924273;5;104;3,5;208
129281606;12.25264;6;91;4,9;209
21846082;13.664614;6;93;5,5;209
12768757;9.302349;6;88;5,5;209
-750000;12.284939;6;90;7,7;209
44324083;13.080725;5;100;5,6;210
159015089;15.064058;6;123;5,9;210
-45000000;12.362876;6;111;6,1;210
57219310;13.707843;3;88;5,2;210
20267515;15.67747;6;85;4,1;210
94772232;14.604911;3;104;5,7;210
-11588043;8.127728;6;107;7;210
36502684;11.828068;6;100;6;210
25434291;15.896312;6;102;6,3;210
-2977272;14.979375;1;96;6,8;210
27800000;12.540624;1;114;4,6;210
0;7.359286;6;94;7,1;210
-555425;8.887411;6;115;2,8;210
-328240;12.203041;6;95;5,6;210
8179814;11.578545;1;88;7,8;210
-132486;paü.71;3;103;6;211
-2251547;16.900433;6;86;5,8;211
-16682849;10.73522;6;96;6,6;212
-4290845;13.960945;4;116;7,2;212
0;3.890223;6;90;4,3;212
27281507;15.085981;5;85;7,2;212
-6617054;13.635828;6;106;6,2;212
523511;10.416332;6;93;7,7;212
-2500000;10.363642;5;104;6,9;212
102022101;10.755847;6;109;5;213
-16062130;16.282962;6;93;5,1;213
45710059;14.023082;6;128;7,4;213
50631118;8.584398;6;95;5,3;214
8348529;5.119593;4;98;7;214
34176497;11.743085;6;114;6,4;215
-5600000;12.495436;3;123;6,5;215
15102717;10.484642;7;110;5,3;215
-18000000;16.418639;4;115;7;215
-4546957;10.791954;5;98;5,6;215
16016290;13.223111;1;88;7,2;215
7144595;13.315383;6;93;6,7;215
61336445;14.824166;3;141;6,7;216
0;13.758526;6;125;6;216
28215872;9.789027;2;92;6;216
0;13.621201;5;117;7;216
29433975;14.741589;4;89;6,3;216
16472057;11.158167;6;86;6,7;216
38797148;7.559192;5;107;6,6;217
-5582420;10.409155;3;83;6,9;217
-5000000;11.21273;4;89;6,6;217
0;15.017162;1;94;6,7;217
3048693;14.617944;5;104;7,1;218
248586800;21.638673;6;93;4,6;218
19155435;11.510281;6;93;6,3;218
25729221;17.363739;6;125;7,2;219
-671604;14.386807;5;102;4,5;219
121584141;11.187696;7;80;5,2;220
50020092;11.596207;6;113;6;220
-27793972;14.818718;4;101;5,3;220
16620508;17.145287;6;101;5,4;220
-2719674;15.66135;5;108;5,7;220
6538177;9.974681;6;94;6,3;220
-60432117;11.873856;6;99;6,1;221
21376861;11.916389;6;95;3,8;221
962774;11.374306;6;110;5,1;221
65918663;13.590677;5;95;5,2;221
0;12.283025;4;118;5,8;221
14331068;7.424798;3;89;5,1;221
3235151;14.017809;5;104;7,2;221
319285;8.942203;5;90;6,4;221
-24568887;10.004564;3;103;5,4;222
58564310;14.788073;5;89;4,4;222
28548426;10.098722;6;83;3,6;222
-71331093;11.137655;6;121;4,9;223
68310;13.576765;6;121;6,4;223
55112176;13.410919;5;94;6;223
-60000000;15.406173;5;127;4,1;224
-7670000;15.50957;6;141;6,5;224
28881013;12.777008;6;89;3,5;224
12400000;16.668854;4;100;5,5;224
24492759;11.807269;6;91;5,3;224
-11933649;10.19041;5;95;5,2;224
17920346;15.352807;4;108;5,8;225
21779000;10.430832;6;90;5,3;225
33915888;3.74263;6;105;5,5;225
-32000000;15.560918;6;121;6,6;225
46181428;15.237142;6;105;6,4;225
400154;10.259461;7;83;4,7;225
24007324;10.529143;6;86;5,6;225
-12000000;9.779444;6;97;6,5;225
34585416;14.885388;6;108;7,5;225
13028755;13.661289;6;120;6,7;226
1347797;14.113066;6;97;6;226
9598131;13.788054;4;81;7,3;226
-25000000;12.31708;5;121;6,2;227
-4022705;14.086292;6;116;5,4;228
-61403089;10.54544;3;95;5,9;228
24664855;11.045593;2;94;4,5;228
641100;9.140936;2;115;6,7;228
89332962;11.150261;4;99;6;229
11900000;12.030456;6;98;7,1;229
32175038;10.194097;6;88;6,2;230
55936232;12.739721;6;83;5,6;231
23475416;14.805264;6;135;6,2;231
-6522324;13.944645;4;80;7,6;231
54860818;12.971122;5;117;6,2;232
-27084535;14.587367;6;104;4;232
-23505211;10.651202;4;105;6,7;232
30345360;14.719886;6;145;6,6;232
-7892040;12.343507;2;111;6,1;233
-28279842;17.299333;6;109;6,6;234
40100000;19.524972;3;178;7,2;234
0;13.857194;4;94;6,6;234
2188922;12.54949;5;108;6,5;235
5916769;12.229516;3;135;6,7;235
-15521894;14.051852;6;76;5,2;235
34469904;12.576381;2;92;6,9;235
-5500000;17.567332;5;193;7,3;235
15538513;14.098952;6;123;6,6;235
25000000;12.46525;6;109;6,4;236
31489558;12.837116;6;101;5,8;236
