budget;popularity;Years_old;revenue;runtime;title;vote_average;vote_count
35000000;43.742241;6;116980662;97;Warm Bodies;6.4;2652
4000000;63.513324;23;16491080;93;Trainspotting;7.8;2655
95000000;65.229868;7;877244782;88;Ice Age: Continental Drift;6.2;2672
20000000;41.503588;4;88346473;128;Spotlight;7.8;2686
40000000;66.003433;14;158733820;124;Sin City;7.2;2691
110000000;37.195046;8;299268508;127;Real Steel;6.6;2692
32000000;59.19888;8;147332697;93;Source Code;7.1;2699
125000000;45.313197;13;767820459;149;The Da Vinci Code;6.5;2704
16400000;55.458584;30;235860116;129;Dead Poets Society;8.1;2705
18000000;36.471231;5;268157400;96;Neighbors;6.2;2713
15000000;54.053576;9;414211549;118;The King's Speech;7.6;2752
45000000;49.353524;7;376141306;91;Taken 2;6.1;2757
6000000;66.11334;4;35401758;117;Room;8.1;2757
175000000;66.803149;15;497409852;163;Troy;6.9;2759
176000003;85.36908;4;183987723;124;Jupiter Ascending;5.2;2768
28000000;66.976776;35;333000000;118;Indiana Jones and the Temple of Doom;7.1;2781
40000000;49.664128;6;251171807;138;American Hustle;6.8;2807
58000000;41.430245;9;71664962;111;RED;6.6;2808
130000000;64.798873;10;185258983;163;Watchmen;7;2811
10000000;43.734886;22;225933435;126;Good Will Hunting;7.9;2811
75000000;53.213931;15;288500217;108;The Bourne Supremacy;7.2;2825
15000000;59.258969;11;377910544;120;Slumdog Millionaire;7.6;2827
170000000;73.79505;9;400062763;125;TRON: Legacy;6.3;2841
190000000;130.311355;4;209154322;130;Tomorrowland;6.2;2846
39200000;64.238688;6;86758912;126;Snowpiercer;6.7;2854
110000000;48.780039;13;574480841;108;Night at the Museum;6.3;2862
5000000;59.454473;6;55198285;117;Dallas Buyers Club;7.9;2886
70000000;45.381501;12;442824138;115;The Bourne Ultimatum;7.3;2888
175000000;94.199316;3;966550600;106;The Jungle Book;6.7;2892
100000000;53.732892;7;312573423;103;The Expendables 2;6.1;2896
40000000;45.769562;29;244527583;118;Back to the Future Part III;7.1;2900
7500000;45.610993;10;60722734;95;(500) Days of Summer;7.2;2904
10000000;53.595686;19;83557872;103;Snatch;7.7;2912
3000000;127.525581;44;108981275;133;One Flew Over the Cuckoo's Nest;8.2;2919
80000000;77.580661;9;274470394;103;The Expendables;6;2926
15000000;49.230089;21;46189568;117;The Big Lebowski;7.8;2926
25000000;70.105981;36;65884703;170;Scarface;8;2948
80000000;85.115058;13;660940780;91;Ice Age: The Meltdown;6.5;2951
55000000;79.922059;5;192330738;132;The Equalizer;7.1;2954
150000000;56.758411;11;624029371;92;Hancock;6.2;2961
200000000;107.928811;11;586090727;106;Quantum of Solace;6.1;2965
110000000;44.635452;14;478207520;120;Mr. & Mrs. Smith;6.5;2965
110000000;100.412364;4;470490832;114;San Andreas;6;2968
13000000;43.444135;7;33400000;102;The Perks of Being a Wallflower;7.7;2968
37000000;100.348805;6;269994119;110;We're the Millers;6.8;2972
102000000;73.872343;7;130482868;172;Cloud Atlas;6.6;2977
70000000;59.428223;6;161025640;120;Olympus Has Fallen;6.2;2981
150000000;47.320801;15;919838758;93;Shrek 2;6.7;2988
60000000;56.868399;7;218340595;130;Jack Reacher;6.3;2998
10500000;86.201184;51;68700000;149;2001: A Space Odyssey;7.9;2998
25000000;53.645267;12;171600000;122;No Country for Old Men;7.7;3003
60000000;59.248437;18;313542341;135;A Beautiful Mind;7.7;3009
80000000;109.684788;16;484572835;101;Bruce Almighty;6.4;3012
20000000;73.567232;21;23875127;119;American History X;8.2;3016
150000000;62.898336;11;163712074;114;The Incredible Hulk;6.1;3021
130000000;59.325589;6;371876278;110;G.I. Joe: Retaliation;5.4;3025
61000000;113.161483;4;311256926;132;Maze Runner: The Scorch Trials;6.4;3040
19000000;90.809408;13;83258226;118;Pan's Labyrinth;7.6;3041
15000000;43.644978;12;56255142;148;Into the Wild;7.8;3045
49000000;116.700319;4;104399548;120;Chappie;6.6;3062
29000000;55.109138;15;115603229;123;The Notebook;7.7;3067
60000000;59.547928;5;469160692;100;The Lego Movie;7.5;3070
46000000;88.496873;6;122126687;153;Prisoners;7.9;3085
33000000;50.7453;11;269958228;116;Gran Torino;7.8;3086
35000000;83.893257;13;326551094;109;The Devil Wears Prada;7;3088
13000000;49.975409;6;318000141;112;The Conjuring;7.4;3092
210000000;116.840296;5;1091405097;165;Transformers: Age of Extinction;5.8;3095
150000000;73.313918;16;424988211;129;The Matrix Revolutions;6.4;3096
145000000;100.21391;5;609123048;102;How to Train Your Dragon 2;7.6;3106
140000000;91.332849;17;441818803;88;Men in Black II;6;3114
170000000;77.178973;7;396600000;127;Snow White and the Huntsman;5.8;3118
25000000;63.654244;29;46836394;145;GoodFellas;8.2;3128
150000000;21.939663;10;836297228;150;Transformers: Revenge of the Fallen;6;3138
90000000;43.348022;6;188133322;114;The Secret Life of Walter Mitty;7;3144
130000000;84.689648;11;631744560;90;Kung Fu Panda;6.9;3145
40000000;73.085576;20;672806292;107;The Sixth Sense;7.7;3147
48000000;80.972475;30;474171806;127;Indiana Jones and the Last Crusade;7.6;3152
90000000;57.739713;19;429632142;143;Cast Away;7.5;3218
18500000;67.66094;33;183316455;137;Aliens;7.7;3220
150000000;114.522237;4;682330139;131;Mission: Impossible - Rogue Nation;7.1;3224
90000000;51.535701;3;334901337;129;Now You See Me 2;6.7;3235
75000000;48.110909;14;532680671;86;Madagascar;6.6;3237
50000000;53.02787;6;224803475;88;Hansel & Gretel: Witch Hunters;5.7;3239
40000000;98.755657;4;571006128;125;Fifty Shades of Grey;5.2;3254
6000000;64.025031;24;23341568;106;The Usual Suspects;8.1;3254
75000000;60.442593;23;816969268;145;Independence Day;6.7;3260
10500000;56.105798;37;792910554;115;E.T. the Extra-Terrestrial;7.3;3269
150000000;60.269279;11;333932083;166;The Curious Case of Benjamin Button;7.3;3292
195000000;28.529607;8;1123746996;154;Transformers: Dark of the Moon;6.1;3299
10000000;73.720244;18;173921954;122;Amélie;7.8;3310
15000000;61.182331;5;123726688;123;The Theory of Everything;7.8;3311
15000000;80.878605;20;356296601;122;American Beauty;7.9;3313
50000000;52.380982;5;188441614;112;22 Jump Street;7;3319
260000000;48.681969;9;591794936;100;Tangled;7.4;3330
72000000;60.722162;24;210000000;177;Braveheart;7.7;3336
13000000;105.792936;45;47542841;200;The Godfather: Part II;8.3;3338
30000000;63.13678;10;210819611;112;District 9;7.3;3382
40000000;69.27822;9;224920315;120;The Social Network;7.1;3391
8500000;89.095538;5;38697217;117;Nightcrawler;7.6;3395
28000000;92.982009;27;504050219;90;Aladdin;7.4;3416
40000000;60.231382;8;173930596;109;In Time;6.7;3417
44500000;62.01056;7;232324128;120;Argo;7.1;3423
38000000;6.909942;18;207283925;106;The Fast and the Furious;6.6;3428
115000000;67.33767;6;286140700;109;Elysium;6.4;3439
150000000;70.78591;16;738599701;138;The Matrix Reloaded;6.7;3443
6000000;61.210016;18;1270522;113;Donnie Darko;7.7;3452
75000000;31.482872;3;875958308;87;The Secret Life of Pets;5.9;3462
92000000;65.402595;6;304654182;98;A Good Day to Die Hard;5.2;3493
110000000;2.871739;16;407711549;133;X2;6.8;3506
28000000;94.056131;37;33139618;117;Blade Runner;7.9;3509
210000000;3.857526;13;459359555;104;X-Men: The Last Stand;6.3;3525
200000000;89.186492;6;743559607;104;Monsters University;7;3528
200000000;46.985445;6;491868548;130;Oz: The Great and Powerful;5.7;3530
23600000;57.300674;10;102391382;88;Zombieland;7.2;3550
37000000;127.084938;11;392616625;122;Twilight;5.8;3561
258000000;115.699814;12;890871626;139;Spider-Man 3;5.9;3576
60000000;86.476817;17;214034224;119;The Bourne Identity;7.3;3583
20000000;47.51363;29;53000000;105;Edward Scissorhands;7.5;3601
150000000;53.905592;14;474968763;115;Charlie and the Chocolate Factory;6.7;3624
155000000;202.042635;4;440603537;126;Terminator Genisys;5.8;3631
20000000;56.481487;15;72258126;108;Eternal Sunshine of the Spotless Mind;7.9;3652
20000000;95.9229;6;187000000;134;12 Years a Slave;7.9;3674
1200000;66.925866;27;14661007;99;Reservoir Dogs;8;3697
15000000;49.294864;8;78054825;100;Drive;7.4;3725
80000000;58.040149;8;254455986;102;The Hangover Part II;6.2;3739
19000000;78.699993;39;44017374;144;The Shining;8.1;3757
12000000;74.358971;5;307166834;125;The Fault in Our Stars;7.6;3759
105000000;61.196071;6;351040419;143;The Great Gatsby;7.3;3769
85000000;60.929352;18;450717150;116;Ocean's Eleven;7.2;3783
120000000;95.914473;15;347234916;115;I, Robot;6.7;3793
52000000;73.944049;17;352114312;141;Catch Me If You Can;7.7;3795
90000000;73.575118;20;497366869;92;Toy Story 2;7.3;3806
110000000;103.718387;4;295238201;119;Insurgent;6.2;3829
40000000;43.345252;30;332000000;108;Back to the Future Part II;7.4;3829
15000000;118.968562;18;274925095;125;Spirited Away;8.3;3840
18000000;68.159596;38;389925971;115;Raiders of the Lost Ark;7.7;3854
150000000;88.935165;13;599045960;144;Casino Royale;7.3;3855
59000000;99.561972;17;383257136;81;Ice Age;7.1;3857
120000000;82.643036;13;461983149;117;Cars;6.6;3877
90000000;109.528572;22;263920180;126;The Fifth Element;7.3;3885
125000000;81.499621;8;334615000;129;Sherlock Holmes: A Game of Shadows;7;3886
68000000;139.575085;5;211817906;135;Fury;7.4;3946
30000000;50.622607;15;152159461;136;Kill Bill: Vol. 2;7.6;3948
28000000;66.169628;31;140767956;131;Die Hard;7.5;3948
145000000;77.77477;8;694713380;133;Mission: Impossible - Ghost Protocol;6.8;3972
160000000;127.284427;4;653428261;137;The Hunger Games: Mockingjay - Part 2;6.6;3984
120000000;43.987061;17;649398328;142;Star Wars: Episode II - Attack of the Clones;6.4;3992
150000000;5.954334;10;373062864;107;X-Men Origins: Wolverine;6.2;4021
9000000;60.715151;19;39723096;113;Memento;8.1;4028
150000000;25.468493;12;709709780;144;Transformers;6.6;4040
60000000;103.698022;20;284600000;189;The Green Mile;8.2;4048
120000000;15.953444;6;415440673;126;The Wolverine;6.3;4053
60000000;67.298732;18;484409218;90;Shrek;7.3;4056
42000000;62.714026;7;201585328;109;21 Jump Street;6.7;4074
75000000;4.66891;19;296339527;104;X-Men;6.8;4097
23000000;53.682367;6;47351251;126;Her;7.9;4097
113000000;44.108427;14;850000000;140;Star Wars: Episode III - Revenge of the Sith;7.1;4116
6400000;74.234793;35;78371200;108;The Terminator;7.3;4128
225000000;52.035179;7;624026776;106;Men in Black 3;6.2;4160
190000000;102.322217;4;1506249360;137;Furious 7;7.3;4176
200000000;89.270217;5;705717432;142;The Amazing Spider-Man 2;6.5;4179
100000000;101.74155;28;520000000;137;Terminator 2: Judgment Day;7.7;4185
165000000;67.263269;9;494878759;98;How to Train Your Dragon;7.5;4227
3300000;192.528841;5;13092000;105;Whiplash;8.3;4254
44000000;68.717016;4;155760117;167;The Hateful Eight;7.6;4274
200000000;35.149586;15;783766341;127;Spider-Man 2;6.7;4321
22000000;104.469351;26;321365567;195;Schindler's List;8.3;4329
90000000;63.429157;13;289847354;151;The Departed;7.9;4339
93000000;138.433168;8;482860185;105;Rise of the Planet of the Apes;7;4347
150000000;65.677399;12;623722818;111;Ratatouille;7.5;4369
25000000;80.879032;11;226830568;93;Taken;7.2;4369
40000000;74.440708;13;109676311;130;The Prestige;8;4391
170000000;243.791743;5;710644566;130;Dawn of the Planet of the Apes;7.3;4410
90000000;104.121555;22;589390539;98;Men in Black;6.9;4412
190000000;78.291018;6;467365246;132;Star Trek Into Darkness;7.4;4418
13000000;91.285683;9;327803731;108;Black Swan;7.3;4430
115000000;54.035265;20;924317558;136;Star Wars: Episode I - The Phantom Menace;6.3;4432
54000000;84.630969;13;132511035;132;V for Vendetta;7.7;4442
19000000;18.174804;28;272742922;119;The Silence of the Lambs;8.1;4443
245000000;107.376788;4;880674609;148;Spectre;6.3;4466
58800000;87.53437;5;542307423;133;American Sniper;7.4;4469
11000000;94.184658;40;104931801;117;Alien;7.9;4470
180000000;110.620647;5;758539785;97;Maleficent;7;4496
300000000;139.082615;12;961000000;169;Pirates of the Caribbean: At World's End;6.9;4500
150000000;73.616808;10;385680446;127;Star Trek;7.4;4518
30000000;74.417456;5;174600318;99;The Grand Budapest Hotel;8;4519
250000000;94.370564;6;958400000;161;The Hobbit: The Desolation of Smaug;7.6;4524
18000000;89.811154;5;103215094;119;Birdman;7.4;4535
60000000;56.488027;21;264118201;103;The Truman Show;7.8;4537
165000000;62.341073;7;471222889;108;Wreck-It Ralph;7.1;4570
74000000;875.581305;4;1156730962;91;Minions;6.4;4571
200000000;59.995418;9;1066969703;103;Toy Story 3;7.6;4597
76000000;136.886704;6;970761885;98;Despicable Me 2;7;4637
185000000;125.114374;7;538983207;93;Brave;6.7;4641
200000000;78.530105;9;1025491110;108;Alice in Wonderland;6.4;4645
28000000;45.054936;9;96188903;117;Kick-Ass;7.1;4645
85000000;80.316463;5;288747895;139;Divergent;6.9;4663
32350000;46.509071;36;572700000;135;Return of the Jedi;7.9;4665
50000000;68.87691;7;549368315;106;Ted;6.3;4697
30000000;46.377628;7;47042000;118;Looper;6.6;4697
178000000;139.272042;3;543934787;144;X-Men: Apocalypse;6.4;4721
15000000;95.130041;4;36869414;108;Ex Machina;7.6;4737
21000000;63.599973;7;205738714;122;Silver Linings Playbook;6.9;4742
170000000;99.499595;6;644571402;112;Thor: The Dark World;6.8;4755
250000000;120.965743;5;956019788;144;The Hobbit: The Battle of the Five Armies;7.1;4760
180000000;56.523205;6;407602906;131;Pacific Rim;6.7;4794
120000000;67.698004;6;286168572;124;Oblivion;6.4;4800
150000000;70.867401;12;585349010;101;I Am Legend;6.9;4853
63000000;40.413191;26;920100000;127;Jurassic Park;7.6;4856
178000000;79.456485;5;370541256;113;Edge of Tomorrow;7.6;4858
200000000;45.274225;10;769653595;158;2012;5.6;4903
380000000;135.413856;8;1045713802;136;Pirates of the Caribbean: On Stranger Tides;6.4;4948
30000000;79.754966;16;180949000;111;Kill Bill: Vol. 1;7.7;4949
65000000;65.197968;13;422610419;117;300;7;4997
70000000;76.041867;21;481840909;169;Saving Private Ryan;7.9;5048
130000000;68.889395;7;403170142;124;Prometheus;6.3;5080
92000000;77.817571;15;631442092;115;The Incredibles;7.4;5152
160000000;3.195174;8;353624124;132;X-Men: First Class;7.1;5181
200000000;145.847379;13;1065659812;151;Pirates of the Caribbean: Dead Man's Chest;7;5246
139000000;82.502566;17;821708551;121;Spider-Man;6.8;5265
30000000;73.640445;24;373554033;81;Toy Story;7.7;5269
250000000;98.885637;10;933959197;153;Harry Potter and the Half-Blood Prince;7.4;5293
150000000;165.125366;6;1274219009;102;Frozen;7.3;5295
34000000;131.815575;5;348319861;113;The Maze Runner;7;5371
45000000;90.457886;25;788241776;89;The Lion King;8;5376
103000000;95.301296;19;457640427;155;Gladiator;7.9;5439
75000000;71.124686;6;117698894;115;Now You See Me;7.3;5487
150000000;78.144395;12;938212738;138;Harry Potter and the Order of the Phoenix;7.4;5494
200000000;81.834855;6;531865000;116;World War Z;6.7;5560
125000000;206.227151;5;752100229;123;The Hunger Games: Mockingjay - Part 1;6.6;5584
150000000;101.250416;14;895921036;157;Harry Potter and the Goblet of Fire;7.5;5608
14000000;145.364591;5;233555708;113;The Imitation Game;8;5723
105000000;110.153618;6;716392705;91;Gravity;7.3;5751
170000000;72.225265;5;714766572;136;Captain America: The Winter Soldier;7.6;5764
33000000;79.579532;24;327311859;127;Se7en;8.1;5765
90000000;57.834787;10;524028679;128;Sherlock Holmes;7;5766
120000000;51.328145;7;609016565;127;Life of Pi;7.2;5797
100000000;132.397737;17;876688482;161;Harry Potter and the Chamber of Secrets;7.4;5815
61000000;143.041543;5;369330363;145;Gone Girl;7.9;5862
130000000;79.679601;15;789804554;141;Harry Potter and the Prisoner of Azkaban;7.7;5877
40000000;115.241998;5;126546825;89;Lucy;6.3;5878
18000000;78.51783;39;538400000;124;The Empire Strikes Back;8.2;5879
130000000;120.09361;4;519311965;117;Ant-Man;7;5880
6000000;143.659698;47;245066411;175;The Godfather;8.4;5893
115000000;106.815545;18;562816256;92;Monsters, Inc.;7.5;5996
250000000;118.078691;5;747862775;131;X-Men: Days of Future Past;7.5;6032
19000000;76.603233;34;381109762;116;Back to the Future;8;6079
94000000;85.688789;16;940335536;100;Finding Nemo;7.6;6122
165000000;203.73459;5;652105443;102;Big Hero 6;7.8;6135
35000000;82.21166;10;459270619;100;The Hangover;7.2;6173
180000000;66.390712;11;521311860;98;WALL·E;7.8;6296
80000000;81.914696;9;294804195;138;Shutter Island;7.8;6336
225000000;99.398009;6;662845518;143;Man of Steel;6.5;6359
135000000;100.635882;4;532950503;156;The Revenant;7.3;6396
70000000;72.595961;10;319131050;153;Inglourious Basterds;7.9;6430
69000000;113.858273;9;543513985;95;Despicable Me;7.1;6478
130000000;76.310119;6;847423452;146;The Hunger Games: Catching Fire;7.4;6495
150000000;86.493424;8;449326618;115;Thor;6.6;6525
175000000;128.655964;4;857611174;94;Inside Out;8;6560
100000000;95.007934;6;392000694;180;The Wolf of Wall Street;7.9;6571
215000000;89.866276;7;752215857;136;The Amazing Spider-Man;6.5;6586
11000000;126.393695;42;775398007;121;Star Wars;8.1;6624
280000000;134.279229;4;1405403694;141;Avengers: Age of Ultron;7.3;6767
200000000;77.300194;9;623933331;124;Iron Man 2;6.6;6849
175000000;92.201962;10;735099082;96;Up;7.7;6870
140000000;271.972889;16;655011224;143;Pirates of the Caribbean: The Curse of the Black Pearl;7.5;6985
250000000;155.790452;3;873260194;151;Batman v Superman: Dawn of Justice;5.7;7004
125000000;109.984351;18;976475550;152;Harry Potter and the Philosopher's Stone;7.5;7006
140000000;74.506246;8;370569774;124;Captain America: The First Avenger;6.6;7047
250000000;198.372395;3;1153304495;147;Captain America: Civil War;7.1;7241
108000000;167.93287;4;630161890;141;The Martian;7.6;7268
150000000;115.040024;14;374218673;140;Batman Begins;7.5;7359
175000000;90.23792;3;745000000;123;Suicide Squad;5.9;7458
79000000;106.914973;17;926287400;179;The Lord of the Rings: The Two Towers;8;7487
200000000;100.025899;22;1845034188;194;Titanic;7.5;7562
200000000;93.004993;7;1108561013;143;Skyfall;6.9;7604
55000000;138.133331;25;677945399;142;Forrest Gump;8.2;7927
94000000;123.630332;16;1118888979;201;The Lord of the Rings: The Return of the King;8.1;8064
25000000;136.747729;25;28341469;142;The Shawshank Redemption;8.5;8205
250000000;108.849621;7;1021103568;169;The Hobbit: An Unexpected Journey;7;8297
8000000;121.463076;25;213928762;154;Pulp Fiction;8.3;8428
150000000;418.708552;4;1513528810;124;Jurassic World;6.5;8662
93000000;138.049577;18;871368364;178;The Lord of the Rings: The Fellowship of the Ring;8;8705
140000000;120.725053;11;585174222;126;Iron Man;7.4;8776
200000000;77.68208;6;1215439994;130;Iron Man 3;6.8;8806
63000000;104.309993;20;463517383;136;The Matrix;7.9;8907
250000000;112.31295;7;1084939099;165;The Dark Knight Rises;7.6;9106
63000000;146.757391;20;100853753;139;Fight Club;8.3;9413
150000000;434.278564;4;378858340;120;Mad Max: Fury Road;7.2;9427
75000000;68.550698;7;691210692;142;The Hunger Games;6.9;9455
170000000;481.098624;5;773328629;121;Guardians of the Galaxy;7.9;9742
100000000;82.121691;7;425368238;165;Django Unchained;7.8;10099
165000000;724.247784;5;675120017;169;Interstellar;8.1;10867
