budget;popularity;Years_old;revenue;runtime;title;vote_average;vote_count
48000000;18.60049;18;85498534;112;Rat Race;6;518
45000000;25.999888;14;50871113;103;Unleashed;6.6;518
18500000;16.665841;10;31912793;100;The Invention of Lying;6;518
2000000;26.281839;9;572809;108;I Spit on Your Grave;6.3;519
75000000;19.708731;17;114660784;138;We Were Soldiers;6.7;521
38000000;24.085144;17;119723358;100;Spy Kids 2: The Island of Lost Dreams;5.3;521
30000000;28.624038;25;51132598;83;The Naked Gun 33⅓: The Final Insult;6.3;521
28000000;14.530803;18;77516304;90;Serendipity;6.6;521
2000000;23.281616;19;20908467;154;Amores perros;7.6;521
30000000;25.454549;11;68369434;104;The X Files: I Want to Believe;5.5;523
60000000;25.293538;10;62357900;97;Year One;4.6;524
7000000;30.214716;45;97572000;125;The Man with the Golden Gun;6.3;524
3500000;26.259389;8;19504039;107;Margin Call;6.7;524
20000000;16.176976;9;49779728;104;She's Out of My League;5.9;525
60000000;18.831023;14;129181830;94;Cheaper by the Dozen 2;5.7;526
90000000;23.9366;13;65900249;132;Flags of Our Fathers;6.7;526
60000000;19.747459;22;159330280;124;The Jackal;6.1;527
27500000;25.633663;36;187500000;131;Octopussy;6.2;527
13000000;23.3784;8;114956699;105;The Iron Lady;6.2;527
100000;25.402697;8;1776935;92;Another Earth;6.8;527
55000000;21.272734;21;198685114;114;City of Angels;6.4;529
25000000;25.838073;11;70442940;97;The House Bunny;5.6;529
35000000;24.616634;40;139000000;132;Star Trek: The Motion Picture;6.2;530
25000000;15.960916;17;17000000;95;Punch-Drunk Love;6.9;530
22000000;26.071644;18;92542418;132;I Am Sam;7.2;530
4000000;22.87623;24;4300000;98;Four Rooms;6.5;530
69000000;11.023691;9;86387857;114;Dinner for Schmucks;5.5;531
28000000;25.039383;8;40547440;83;30 Minutes or Less;5.6;531
41300000;23.441135;19;106371651;98;The Whole Nine Yards;6.2;531
35000000;27.724913;17;68349884;91;Ghost Ship;5.3;531
9500000;28.675891;52;111584787;117;You Only Live Twice;6.5;531
8700000;26.093043;13;7659918;100;A Scanner Darkly;6.8;532
79000000;24.598479;16;173013509;154;Cold Mountain;6.7;533
70000000;25.020428;5;61279452;99;The Legend of Hercules;4.4;533
7000000;30.465138;46;161777836;121;Live and Let Die;6.4;533
17000000;23.491962;13;57103895;109;Smokin' Aces;6.4;534
57000000;31.791979;23;115267375;103;DragonHeart;6.4;535
25000000;24.459948;15;56422687;94;Cellular;6.1;537
11000000;27.65527;13;88489643;119;The Host;6.7;537
8500000;24.750909;32;32222567;97;The Lost Boys;6.8;538
32000000;28.22119;30;156167015;133;Licence to Kill;5.9;541
34000000;29.887404;40;210308099;126;Moonraker;5.9;541
24000000;24.70166;16;87055349;91;Old School;6.6;541
15000000;26.708193;5;31554855;121;A Most Wanted Man;6.5;541
19000000;24.47248;13;68673228;141;Letters from Iwo Jima;7.2;541
127500000;26.548594;19;354248063;82;Dinosaur;6.2;542
50000000;12.050755;14;66002004;101;Herbie Fully Loaded;5.1;542
40000000;24.287306;13;120455994;120;Eight Below;6.7;542
27000000;29.381878;23;231976425;162;The English Patient;7;542
20000000;27.256849;5;34077920;103;Endless Love;6.7;542
16000000;14.759948;19;119754278;93;Road Trip;5.9;542
3000000;23.109959;62;33300000;161;The Bridge on the River Kwai;7.7;542
100000000;24.507987;23;242295562;115;Eraser;5.6;543
46000000;28.964162;25;341631208;91;The Flintstones;5;543
30000000;22.975918;6;62616646;91;Runner Runner;5.5;543
25000000;22.622453;5;39171130;111;The Gambler;5.7;543
32000000;24.147269;19;48814909;129;Men of Honor;7;544
15000000;15.175289;12;7938872;112;Funny Games;6.3;545
23000000;27.33256;28;86930411;85;The Naked Gun 2½: The Smell of Fear;6.6;546
17000000;15.013386;7;73244881;111;To Rome with Love;5.6;546
20000000;37.629309;5;12007070;125;A Most Violent Year;6.5;546
15000000;24.898687;32;43848069;126;Wall Street;7;546
50000000;40.371098;4;3324330;137;Child 44;6.1;547
90000000;17.457947;20;161626121;100;Payback;6.7;548
60000000;36.689223;14;71073932;101;xXx: State of the Union;4.7;549
35000000;11.041659;14;86369815;100;Sky High;5.8;550
4000000;29.852608;31;13008928;94;They Live;7.1;550
26000000;30.114383;6;51164106;105;Delivery Man;6.2;551
7200000;34.634181;48;116019547;120;Diamonds Are Forever;6.3;553
40000000;17.659032;12;145896422;96;Music and Lyrics;6.2;554
400000;23.603514;15;46118097;95;Napoleon Dynamite;6.7;554
40000000;25.136082;3;124827316;102;Ride Along 2;6.1;555
35000000;27.903999;5;17508518;110;Sabotage;5.5;555
6900000;25.613197;7;44287131;101;House at the End of the Street;5.6;555
70000000;23.661071;10;104945765;91;Planet 51;5.6;556
37000000;11.492474;8;96047633;114;The Rite;5.8;556
750000;25.186002;7;4007792;85;Safety Not Guaranteed;6.8;556
31500000;27.891012;3;14708696;113;Criminal;5.7;557
6000000;26.286954;13;48027970;121;The Last King of Scotland;7.4;558
25000000;25.002715;4;72629670;96;The Transporter Refueled;5.2;559
15000000;17.638286;31;216614388;107;Twins;5.7;559
6500000;24.0034;15;11850214;105;Layer Cake;7;559
40000000;22.853006;10;129540499;123;Julie & Julia;6.6;560
8000000;26.356697;40;43000000;111;Escape from Alcatraz;7.2;561
48000000;25.170217;19;207515725;147;Traffic;6.9;562
40000000;25.876582;35;30925690;137;Dune;6.5;562
5500000;31.036;54;141195658;130;Thunderball;6.5;562
27000000;23.917982;10;29000000;109;Case 39;6.1;563
5000000;20.326337;7;142817992;95;Paranormal Activity 4;5.2;563
28000000;24.917665;11;92380927;99;Role Models;6.4;564
12000000;17.493735;15;9584131;84;District B13;6.5;565
2000000;20.834883;9;13831503;100;Winter's Bone;6.8;565
44000000;21.75433;9;48190704;99;Charlie St. Cloud;6.8;566
68000000;26.792794;16;75715436;136;Dreamcatcher;5.3;567
38000000;41.258487;4;107597242;94;Paul Blart: Mall Cop 2;5;567
24000000;26.324874;9;23081726;98;Faster;6.1;568
28000000;14.754281;19;90449929;98;Bring It On;5.8;568
3000000;23.299907;6;11176469;108;Before Midnight;7.4;568
15000000;27.133277;8;27462041;99;A Dangerous Method;6.2;571
100000000;31.586215;10;100086793;101;Where the Wild Things Are;6.4;572
90000000;21.436682;11;162839667;95;The Spiderwick Chronicles;6.3;572
70000000;27.055085;16;85632458;121;Tears of the Sun;6.4;573
55000000;22.863516;9;89519773;119;Burlesque;6.9;573
25000000;24.672234;3;15436808;127;The Infiltrator;6.6;573
43000000;29.105407;14;91974818;104;The Skeleton Key;6.4;573
30000000;27.870755;15;140161792;87;The SpongeBob SquarePants Movie;6.7;574
43000000;28.613892;14;56681566;97;Elektra;4.8;575
60000000;22.501041;23;129832389;89;Jingle All the Way;5.5;575
45000000;26.79781;19;113916474;100;Coyote Ugly;5.8;575
85000000;21.891078;21;71485043;113;What Dreams May Come;6.8;577
3500159;22.054546;17;76578641;112;Bend It Like Beckham;6.2;578
92000000;27.166757;18;143049560;126;Spy Game;6.8;579
58000000;13.43573;14;102854431;95;Just Like Heaven;6.5;579
12000000;29.019504;6;100129872;98;Philomena;7.4;579
114000;25.666029;51;30000000;96;Night of the Living Dead;7.5;580
60000000;29.018826;16;96269812;119;Paycheck;5.9;581
24000000;23.343839;9;83188165;88;Piranha 3D;5.3;581
10000000;26.090495;4;52882018;97;Sinister 2;5.4;581
9000000;27.600843;31;44196684;87;Child's Play;6.3;581
50000000;28.725621;21;44547681;140;The Negotiator;6.8;582
30000000;25.060342;9;159291809;107;Step Up 3D;6.6;582
160000000;21.133748;13;181674817;99;Poseidon;5.5;583
19000000;27.494037;9;49830607;101;The Switch;5.9;583
6900000;26.181753;26;7993039;102;Dazed and Confused;7.4;583
3500000;12.982319;9;4159678;103;Troll Hunter;6.7;583
38000000;15.401855;22;299288605;105;My Best Friend's Wedding;6.3;584
15000000;31.565117;4;61548707;98;Krampus;5.9;584
4800000;11.086001;16;79384880;121;Good bye, Lenin!;7.4;586
60000;27.788067;21;3221152;84;Pi;7.1;586
500000;26.406001;9;4242978;94;Monsters;6.2;587
80000000;28.223664;3;52099090;114;The Finest Hours;6.3;588
70000000;26.19909;26;255000211;112;Cliffhanger;6.1;588
70000000;26.676487;10;171844840;113;Couples Retreat;5.3;588
19000000;30.205943;14;108047131;90;The Amityville Horror;6;588
85000;29.262427;45;30859000;83;The Texas Chain Saw Massacre;7.2;590
60000000;27.018886;11;57490374;106;Inkheart;6;592
56000000;29.490057;6;19701164;109;Broken City;5.7;593
20000000;17.237143;8;17425000;109;Monte Carlo;6;593
4000000;40.016306;4;187112;95;Maggie;5.2;593
47000000;19.525659;23;102825796;96;The Cable Guy;5.7;594
40000000;27.009723;7;79700000;110;What to Expect When You're Expecting;5.8;594
36000000;27.465433;17;102244770;116;John Q;7;594
29000000;27.555646;16;98185582;102;Once Upon a Time in Mexico;6.2;594
30000000;26.69592;16;114908830;97;Freddy vs. Jason;5.8;594
82000000;18.447479;19;96085477;123;The 6th Day;5.7;595
120000000;25.752118;19;325756637;130;The Perfect Storm;6.2;597
30000000;21.606001;10;33333531;115;The Box;5.4;597
30000000;24.09152;10;95714875;109;My Sister's Keeper;7.1;598
50000000;30.387148;8;28931401;105;Drive Angry;5.3;600
85000000;23.230851;12;149044513;85;Surf's Up;5.9;601
66000000;25.877794;20;212404396;112;Entrapment;6;602
4500000;15.002502;35;146198896;96;Police Academy;6.5;602
17000000;18.27083;8;24922237;106;Fright Night;6;603
99000000;34.308098;4;246233113;88;The Peanuts Movie;6.5;604
79000000;22.132418;8;149673788;91;Jack and Jill;4.1;604
60000000;22.991269;20;73648228;105;Deep Blue Sea;5.6;604
55000000;23.465539;11;17869048;90;City of Ember;6.2;605
45000000;24.694551;14;92374674;109;Four Brothers;6.7;607
27000000;28.227984;17;129000000;101;About a Boy;6.6;607
60000000;29.261348;14;55987321;105;Doom;5;609
2600000;22.793929;45;119500000;93;Blazing Saddles;7.2;609
45000000;27.684779;22;136885767;89;Anaconda;4.7;610
36000000;27.11589;8;83160734;105;Hall Pass;5.4;611
40000000;17.869443;9;90029656;109;Get Him to the Greek;5.9;612
20000000;30.909699;11;54586584;128;Milk;7.1;612
120000000;27.990284;17;169956806;78;Stuart Little 2;5.4;613
35000000;25.903237;11;85416905;100;Max Payne;5.2;613
20000000;25.28436;32;299965036;100;Beverly Hills Cop II;6.1;613
14000000;26.967494;38;85000000;149;Das Boot;7.9;613
28000000;25.520976;5;68896829;90;Brick Mansions;5.7;615
11000000;18.923181;11;53191886;106;Welcome to the Sticks;6.8;615
88000000;24.100863;14;108539911;144;Cinderella Man;7.3;616
2500000;30.583959;15;26781723;102;Garden State;7.1;618
30000000;26.952727;25;160638883;133;Legends of the Fall;7.2;619
32000000;25.799697;9;18409891;111;Repo Men;6.2;620
112000000;22.845143;9;237382724;85;Gulliver's Travels;4.9;621
100000000;29.608322;3;94061311;125;Ben-Hur;5.3;621
5500000;28.500913;46;159616327;129;The Sting;7.9;622
16000000;29.253833;33;5900000;116;Highlander;6.8;624
25000000;30.537845;26;56505065;130;Tombstone;7.4;626
2000000;25.894065;10;33965843;129;The Secret in Their Eyes;7.8;626
100000000;25.159168;14;202026112;90;Fun with Dick and Jane;5.9;627
15000000;5.411154;29;201957688;111;Kindergarten Cop;5.8;628
30000000;23.982956;19;47126295;113;High Fidelity;7;628
54000000;30.515175;39;190458706;127;Superman II;6.5;629
40000000;27.303608;16;141591324;98;Gothika;5.8;629
26000000;30.981604;9;67918658;100;Legion;5.2;629
15000000;30.196039;17;13060843;135;25th Hour;7.2;629
70000000;16.92991;22;131457682;136;Seven Years in Tibet;7;630
18000000;24.548633;25;5887457;127;Ed Wood;7.3;630
80000000;25.978555;17;123729176;96;The Time Machine;5.8;631
12000000;29.072964;6;15008161;107;Machete Kills;5.3;631
4000000;27.662696;5;600896;95;The Signal;5.8;631
50000000;32.233713;14;161451538;110;The Ring Two;5.4;632
6000000;29.834065;25;254700832;117;Four Weddings and a Funeral;6.6;632
26000000;22.07638;10;43318349;104;Brothers;6.8;633
20000000;28.867568;9;54956140;101;The Crazies;6.2;633
95000000;28.200874;19;190213455;112;Hollow Man;5.6;634
20000000;28.019226;10;51416464;98;Daybreakers;6;634
31000000;23.607392;17;177394432;99;Hero;7.2;635
12600000;33.555764;16;28650575;84;Wrong Turn;6;635
60000000;28.800112;9;204594016;133;Eat Pray Love;5.8;636
55000000;29.498304;27;149022650;104;Death Becomes Her;6.3;636
12000000;29.223881;6;17654912;115;Nebraska;7.4;636
19000000;26.441669;17;32801173;114;Adaptation.;7.3;638
86000000;27.097932;13;107944236;94;Arthur and the Invisibles;6;639
15000000;45.317278;5;32556119;108;The November Man;6;639
28000000;28.397048;3;16374328;108;Pride and Prejudice and Zombies;5.5;640
23000000;28.973074;11;150816700;98;Step Up 2: The Streets;6.5;640
12300000;28.670193;31;84460846;69;The Land Before Time;7;640
20000000;19.705311;9;24145613;116;Let Me In;6.7;641
40000000;22.364549;13;60474340;123;Marie Antoinette;6.5;642
13000000;18.362333;32;123922370;121;Good Morning, Vietnam;7.1;642
30000000;30.380747;14;192452832;85;The Curse of the Were-Rabbit;6.8;643
60000000;28.848842;15;170268750;101;Starsky & Hutch;5.6;644
50000000;18.121404;17;171269535;96;Mr. Deeds;5.6;644
35000000;18.262017;4;51680201;87;Hot Pursuit;5.4;647
20000000;31.802807;37;79114085;129;Conan the Barbarian;6.6;650
6000000;24.499996;50;102308889;110;Butch Cassidy and the Sundance Kid;7.4;650
85000000;16.595874;14;162242962;145;Memoirs of a Geisha;7.3;652
50000000;33.98637;29;41482207;106;Gremlins 2: The New Batch;6.2;652
50000000;6.567065;12;82169884;121;Hannibal Rising;6;654
85000000;26.61951;13;197309027;83;Open Season;6.1;656
25000000;25.848003;15;20796847;93;EuroTrip;6.5;656
23000000;26.58873;16;76488889;91;Bad Santa;6.5;656
92620000;32.351527;92;650422;153;Metropolis;8;657
2000000;22.139842;57;13129846;129;To Kill a Mockingbird;8;657
55000000;32.657488;21;41610884;122;Ronin;6.7;658
6000000;28.819424;4;11122090;96;We Are Your Friends;6.3;658
7000;23.307949;15;424760;77;Primer;6.9;658
22000000;48.784734;5;15447154;92;Before I Go to Sleep;6.2;659
19000000;32.602868;14;144216468;122;The Exorcism of Emily Rose;6.3;659
32000000;26.509175;15;50907422;98;Team America: World Police;6.6;660
46000000;25.6713;23;150000000;111;Star Trek: First Contact;7;661
55000000;32.31022;13;65664721;105;16 Blocks;6.2;661
25000000;26.576385;27;411006740;129;The Bodyguard;6.1;661
23000000;29.365851;3;46152800;106;Eddie the Eagle;7.2;661
33000000;29.775441;7;140470746;99;Step Up Revolution;6.7;663
25000000;27.683874;12;229736344;90;Mr. Bean's Holiday;6.1;663
6500000;29.01153;14;24793509;92;Thank You for Smoking;7.1;664
30000000;27.940093;13;495303;84;Idiocracy;6.3;664
1530000;27.36562;21;7267585;81;Run Lola Run;7.2;664
75000000;29.412262;10;443140005;88;Alvin and the Chipmunks: The Squeakquel;5.4;666
50000000;31.02233;10;36348784;116;The Boat That Rocked;7.2;666
60000000;30.656345;5;108255770;97;The Boxtrolls;6.6;668
60000000;27.615108;17;43061982;101;Reign of Fire;6;669
5000000;29.15813;8;205703818;83;Paranormal Activity 3;5.9;669
45000000;21.118196;9;60222298;128;The Ghost Writer;6.7;670
40000000;29.88736;13;114830111;99;The Lake House;6.5;670
20000000;10.81439;13;33889159;105;She's the Man;6.4;671
20000000;19.220789;8;30426096;106;What's Your Number?;6.2;671
9000000;28.540614;6;6108720;106;All Is Lost;6.6;671
5000000;18.115566;17;368744044;95;My Big Fat Greek Wedding;6.2;671
110000000;22.643776;15;72178895;120;Around the World in 80 Days;5.7;672
8000000;13.143045;9;6491240;101;It's Kind of a Funny Story;6.9;672
52000000;27.916284;9;52826594;92;From Paris with Love;6.1;675
35000000;27.714043;28;182300000;128;Cape Fear;7;675
12000000;22.434102;37;96800000;113;Star Trek II: The Wrath of Khan;7.3;675
70000000;27.568194;11;72108608;101;Babylon A.D.;5.4;676
9000000;18.289303;21;17096053;93;Rushmore;7.5;676
40000000;17.157738;14;68766121;113;House of Wax;5.5;677
45000000;32.217425;17;306776732;113;Chicago;6.9;677
7000000;21.276864;8;6038942;112;We Need to Talk About Kevin;7.4;677
37000000;28.703007;15;113086475;109;White Chicks;6.3;679
65000000;31.974359;3;143695338;102;Pete's Dragon;6.2;679
15000000;27.165222;6;151831537;92;Bad Grandpa;6;680
5000000;30.001024;3;3220371;95;Green Room;6.7;683
40000000;24.821138;4;34227298;109;Victor Frankenstein;5.6;685
71000000;21.462935;21;294456605;85;Doctor Dolittle;5.4;686
65000000;31.324734;5;71154592;92;I, Frankenstein;5;687
17000000;27.654472;22;125586134;100;I Know What You Did Last Summer;5.6;687
4600000;32.14444;6;23198652;103;The Way Way Back;7.1;688
63000000;31.294717;31;189015611;102;Rambo III;5.7;690
700000;29.761163;4;17986781;103;Dope;7.2;691
60000000;28.350927;8;78309131;87;Priest;5.4;692
50000000;16.251204;16;88323487;115;Shanghai Knights;6;692
75000000;34.973086;20;108000000;114;Three Kings;6.6;692
37000000;29.652536;4;26250020;105;Aloha;5.2;692
9000000;18.514292;15;23936908;88;Harold & Kumar Go to White Castle;6.6;693
130000000;28.840997;11;49554002;165;Australia;6.3;694
18000000;32.717853;3;6212282;112;Midnight Special;6.2;694
105000000;32.473628;6;347434178;105;The Smurfs 2;5.5;695
80000000;11.50396;22;177977226;93;Flubber;5.3;695
66000000;29.501489;8;57777106;116;Killer Elite;6.1;695
48000000;30.920075;18;50315140;120;K-PAX;7.1;695
70000000;29.035222;14;130358911;164;Munich;6.9;696
40000000;30.002907;15;95149435;113;The Princess Diaries 2: Royal Engagement;6;697
20000000;30.387754;11;64822796;112;The Bank Job;6.6;697
40000000;26.516624;16;190212113;98;Cheaper by the Dozen;6;699
10000000;30.863082;7;9636289;101;Seeking a Friend for the End of the World;6.3;700
32000000;25.682509;7;28258060;137;The Master;7;701
950000;25.918007;14;7022209;103;Hard Candy;6.8;701
54000000;20.28119;23;128769345;95;The Nutty Professor;5.4;702
80000000;37.321848;9;140073390;97;Legend of the Guardians: The Owls of Ga'Hoole;6.5;703
62000000;29.954302;14;52304001;93;Æon Flux;5.4;703
27000000;30.131498;32;38122105;101;The Running Man;6.4;703
6000000;24.351305;38;50244700;99;Escape from New York;6.9;703
13500000;30.058263;6;19255873;124;The Best Offer;7.7;704
25000000;29.796394;33;11000000;99;Big Trouble in Little China;7.1;705
15000000;35.107857;13;69623713;107;The Hills Have Eyes;6.1;705
14800000;29.660993;4;122513057;115;Magic Mike XXL;6.3;706
40000000;31.066874;8;55247881;129;Extremely Loud & Incredibly Close;6.9;708
50000000;31.160542;12;90450008;117;Hairspray;6.5;709
45000000;30.816341;20;90683916;102;Galaxy Quest;6.9;710
25000000;24.356483;14;122489822;97;Nanny McPhee;6.4;711
85000000;32.044191;26;137298489;130;Last Action Hero;6.1;712
25000000;35.022029;6;71009334;117;The Counselor;5;712
19000000;25.28132;15;70067909;95;A Cinderella Story;6.1;713
44000000;16.245068;23;165615285;147;Sleepers;7.3;715
20000000;35.232278;7;32204030;95;Lockout;5.8;715
52000000;30.347332;19;256271286;131;Erin Brockovich;7.1;716
40000000;24.862767;11;151161491;90;Vantage Point;6.2;716
22000000;35.227212;37;77737889;191;Gandhi;7.4;716
100000000;30.254021;9;94882889;115;Green Zone;6.4;717
4000000;35.061467;56;11744471;172;The Great Escape;7.8;717
28000000;35.580032;14;186438883;136;Walk the Line;7.3;718
56000000;21.219292;8;142044638;118;New Year's Eve;5.7;718
2700000;14.799323;15;15992615;80;Before Sunset;7.6;718
74000000;36.952268;4;311594032;93;The SpongeBob Movie: Sponge Out of Water;5.8;719
5000000;30.271066;39;26010864;124;The Elephant Man;7.9;719
22000000;29.230298;6;15400000;116;Out of the Furnace;6.5;720
12400000;32.523573;6;8371085;142;The Great Beauty;7.3;720
10000000;23.316208;18;59217789;90;Jeepers Creepers;6.1;720
30000000;32.26789;13;53653224;113;Stranger Than Fiction;7.1;721
24000000;27.326466;11;42105111;102;Zack and Miri Make a Porno;6.1;721
11000000;31.900899;10;68233629;90;Saw VI;6;722
3000000;22.789649;9;177512032;91;Paranormal Activity 2;5.7;722
30000000;26.9385;6;27437881;100;The Incredible Burt Wonderstone;5.3;724
2540800;36.556954;67;7200000;103;Singin' in the Rain;7.8;727
20000000;21.815122;27;121697323;94;Wayne's World;6.5;728
35000000;27.934978;29;57120318;108;Predator 2;5.9;730
20000000;36.133536;9;136150434;90;Saw: The Final Chapter;5.8;730
40000000;29.854773;18;141069860;114;Shallow Hal;5.7;731
40000000;37.776566;27;75505856;112;The Last of the Mohicans;7.1;732
30000000;34.36645;24;254134910;89;Babe;6;733
14350531;30.952377;8;3964682;88;Attack the Block;6.3;733
230000;18.450613;11;2260712;92;Bronson;6.9;733
55000000;25.400935;19;56932305;110;Shanghai Noon;6.2;735
52000000;32.015477;8;75450437;112;The Change-Up;5.9;736
40000000;24.992057;19;161834276;116;Scream 3;5.7;736
15000000;30.983397;9;9455232;104;Never Let Me Go;6.8;737
13000000;35.522027;6;48065672;93;21 & Over;5.7;737
9500000;19.978021;10;17164377;107;Adventureland;6.4;737
25000000;20.011435;8;27603069;80;Carnage;7;738
40600000;34.022209;36;90400000;116;Trading Places;7.1;738
40000000;39.381913;12;41797066;94;Aliens vs Predator: Requiem;4.9;740
35000000;26.134678;18;74558115;122;From Hell;6.6;741
35000000;28.069419;8;84606030;137;J. Edgar;6;741
60000000;29.787135;22;26673242;96;Event Horizon;6.5;742
24000000;20.69219;10;68729358;93;The Men Who Stare at Goats;5.9;742
15000000;24.612603;7;37930465;97;Killing Them Softly;5.8;742
10000000;34.224204;34;57500000;90;Commando;6.4;742
3600000;35.674774;32;5923044;84;Evil Dead II;7.6;742
12305523;36.582038;34;36230219;107;Mad Max Beyond Thunderdome;5.9;748
12500000;35.268557;26;12281551;120;True Romance;7.5;749
50000000;28.803802;15;40203020;108;Bridget Jones: The Edge of Reason;6.1;750
45000000;32.549282;13;178262620;83;Scary Movie 4;5.3;750
5000000;20.428237;19;110000000;110;Billy Elliot;7.4;750
55000000;32.835777;8;187361754;94;Mr. Popper's Penguins;5.7;751
50000000;34.890999;5;97437106;95;The Book of Life;7.3;755
12000000;26.598884;23;41205099;92;Happy Gilmore;6.5;755
27000;19.748658;25;3151130;92;Clerks;7.4;755
64000000;35.384423;4;97571250;92;The Little Prince;7.6;756
38000000;30.359164;20;58401898;133;The Ninth Gate;6.3;756
50000000;27.631262;10;40828540;95;Gamer;5.6;760
2000000;41.298723;56;78898765;115;From Russia with Love;6.9;760
13000000;43.791745;5;54837234;102;St. Vincent;7.1;763
72000000;32.227223;14;96889998;125;Jarhead;6.6;765
26000000;33.93914;5;35926213;117;The Best of Me;7.2;765
45000000;31.856589;7;82966152;131;Savages;6.2;766
33000000;35.099611;15;54700105;124;The Punisher;6.1;766
5000000;26.510558;5;40100000;93;As Above, So Below;6.1;766
140000000;24.855701;21;285444603;127;Lethal Weapon 4;6.3;767
40000000;31.385257;20;128798265;139;The Talented Mr. Ripley;7;767
30000000;33.394082;12;75505973;113;30 Days of Night;6.2;767
80000000;34.052253;16;116643346;117;S.W.A.T.;5.8;770
25000000;31.364901;7;63100000;109;Contraband;6.1;770
52000000;40.072583;21;98126565;170;The Thin Red Line;7.2;771
75000000;23.004607;9;98159963;100;Killers;5.7;772
55000000;32.05145;14;223387299;98;Flightplan;6.1;772
42000000;33.238296;15;171963386;90;Along Came Polly;5.8;773
8000000;39.338097;31;553171;124;Akira;7.8;773
33000000;28.353517;10;20645327;108;Pandorum;6.5;774
50000000;25.237969;15;34808403;119;The Life Aquatic with Steve Zissou;7.1;775
30000000;35.53352;12;14711793;160;The Assassination of Jesse James by the Coward Robert Ford;7;776
5000000;38.006982;4;54418872;103;No Escape;6.7;777
65000000;15.194239;14;64321501;101;Zathura: A Space Adventure;6.1;779
60000000;37.537093;17;165333180;92;The Scorpion King;5.3;779
140000000;22.57178;12;258022233;91;Rush Hour 3;6.1;783
105000000;33.507289;4;133718711;114;Point Break;5.5;783
82000000;26.065735;14;190320568;113;The Longest Yard;6.2;785
40000000;31.884559;6;95020213;128;42;6.8;787
26000000;31.250383;10;183293131;91;Paul Blart: Mall Cop;5.2;788
60000000;39.539045;7;107139399;90;ParaNorman;6.7;789
150000000;36.973031;16;212011111;138;Master and Commander: The Far Side of the World;6.9;790
20000000;36.819044;6;78378744;86;Scary Movie 5;4.6;793
17500000;28.60542;15;38000000;121;Hotel Rwanda;7.5;793
10700000;36.230204;37;122200000;114;Poltergeist;7;794
35000000;20.360549;11;75225693;119;Revolutionary Road;6.7;796
25000000;31.792964;21;289317794;122;Shakespeare in Love;6.8;796
15000000;19.85579;22;43101594;155;Boogie Nights;7.5;796
60000000;21.547446;19;47383689;122;Almost Famous;7.4;797
50000000;37.253774;3;55969000;100;Zoolander 2;4.7;797
25000000;29.533437;12;66122026;114;August Rush;7.1;797
20000000;29.371987;3;12639297;115;Triple 9;5.6;797
6000000;35.350303;6;32438988;90;Movie 43;4.4;797
39000000;37.492928;10;101229792;107;The Time Traveler's Wife;6.7;798
3000000;23.981601;48;4000000;100;Willy Wonka & the Chocolate Factory;7.4;798
30000000;31.92695;7;40346186;94;Safe;6.3;799
28000000;28.043508;6;134402450;105;Last Vegas;6.4;799
100000000;32.271938;15;82102379;104;Catwoman;4.2;808
70000000;24.961625;30;90000098;139;The Abyss;7.1;808
2883848;39.30982;60;25000000;122;Some Like It Hot;8;808
2280000;32.875469;79;83320000;124;Fantasia;7.2;808
35000000;36.172182;27;321731527;118;Lethal Weapon 3;6.4;811
27000000;22.636908;15;115505027;104;Closer;6.7;811
32000000;33.923786;11;113019290;124;The Reader;7.2;813
10000000;30.934688;9;33583175;80;Devil;5.8;816
70000000;29.464852;21;218613188;99;The Prince of Egypt;6.8;817
50000000;20.566554;5;160602194;89;Into the Storm;5.8;817
20000000;29.023184;5;66787908;127;Selma;7.4;817
6000000;26.218912;20;10409377;97;The Virgin Suicides;7.1;817
88000000;40.138009;14;105316267;118;The Brothers Grimm;5.6;818
84000000;31.435539;17;275650703;88;Scooby-Doo;5.4;820
50000000;17.667826;15;200804534;80;Garfield;5.2;820
10800000;32.943848;11;113857533;92;Saw V;5.9;820
30000000;25.996219;19;136706683;113;Remember the Titans;7.4;821
35000000;35.120736;4;50363790;123;Concussion;7;823
28000000;37.729059;6;97594140;115;Safe Haven;6.9;823
10000000;14.543435;20;30652890;130;Dogma;6.8;823
40000000;33.785969;8;60965854;108;Colombiana;6.5;824
25000000;39.784026;15;30411183;108;The Girl Next Door;6.3;824
37000000;30.993736;20;48451803;188;Magnolia;7.5;825
70000000;46.832372;4;17752940;133;Blackhat;5.1;826
73000000;33.884459;20;151493655;118;The Bone Collector;6.5;826
35000000;24.606012;13;15304890;96;The Fountain;6.8;827
10500000;23.449703;20;75902208;97;Cruel Intentions;6.6;827
1987650;32.841229;9;19152480;94;Buried;6.6;827
27000000;39.324831;21;27200316;100;Dark City;7.2;828
80000000;41.670544;17;122563539;83;Spirit: Stallion of the Cimarron;7.4;831
40000000;32.478077;10;186167139;82;The Final Destination;5.4;831
20000000;13.658985;15;100914445;99;Kung Fu Hustle;7.2;831
52000000;26.251217;13;204999686;106;The Break-Up;5.6;832
50000000;35.537397;21;202292902;115;Patch Adams;7;832
35000000;17.709888;7;31083599;91;Premium Rush;6.2;832
32000000;34.628738;14;60740827;96;A History of Violence;6.9;832
20000000;45.742217;5;11110975;148;Inherent Vice;6.5;833
11000000;36.319205;6;32935319;105;Inside Llewyn Davis;7.2;834
24000000;30.445257;13;155721132;102;Rocky Balboa;6.5;835
