Profit;popularity;Day_of_week;runtime;title;vote_average;vote_count
167884007;19.636044;6;116;Jaws 2;5,9;406
28657696;21.006078;2;99;My Week with Marilyn;6,2;406
72682540;19.747809;5;121;Volver;6,2;406
3983997;20.362373;6;91;Eden Lake;6,8;406
76431368;18.600367;6;108;You, Me and Dupree;5,4;407
45969467;20.747994;6;103;Pet Sematary;6,4;407
54353106;22.585384;7;104;The Blue Lagoon;6,9;408
-32714831;20.219385;6;110;Lady in the Water;5,3;409
-20908933;24.857079;5;94;Astro Boy;6,1;409
18596852;16.990308;5;100;An Education;5,7;409
186728738;16.939441;6;128;Something's Gotta Give;6,3;410
106104344;13.543053;6;87;Dr. Dolittle 2;4,9;410
0;11.872841;6;133;Across the Universe;7,1;410
46399552;22.838834;5;98;National Lampoon's Vacation;7,1;410
18785180;22.491388;3;102;Morning Glory;6,1;412
69900000;16.188572;5;113;Star Trek VI: The Undiscovered Country;6,7;413
-13180652;18.84332;5;90;The Big Wedding;5,7;414
15452643;18.896239;6;103;War;6;414
-40000000;14.398356;2;95;Richie Rich;5,4;415
0;23.666229;5;104;The Ladykillers;6;415
1406224;12.690224;6;83;The Art of Getting By;5,2;415
37536959;18.664624;6;110;Precious;6,9;417
57466670;20.679652;4;129;The Constant Gardener;6,8;417
69272766;21.958055;6;110;Act of Valor;6,3;417
0;11.940711;3;118;Kate & Leopold;6;418
-12244788;24.210698;6;89;Flipped;7,4;418
93166989;sie.76;6;95;She's All That;5,7;418
138300000;17.332585;5;109;Animal House;8;418
-3500000;25.891466;6;78;Batman: The Dark Knight Returns, Part 2;5,3;419
-36461000;22.581313;6;80;Jonah Hex;4,4;420
0;8.893676;4;107;The Visitors;5,7;420
27584901;17.229537;5;96;Scoop;6,7;420
156200000;20.818567;5;116;Tootsie;6,9;421
5566327;18.268009;5;94;Keanu;6;421
45230832;23.127561;5;163;Any Given Sunday;6,8;422
39358757;15.978136;7;104;The French Connection;7,4;422
3069884;22.572323;6;124;The Score;6,7;423
3302314;20.544999;6;101;Four Lions;6,6;423
0;17.662683;1;102;Be Kind Rewind;6,2;424
0;19.998581;6;115;Miss Congeniality 2: Armed and Fabulous;5,3;425
-6334931;16.436178;7;102;Killer Joe;6,1;425
188347692;18.325897;4;146;Sex and the City 2;5,4;426
3657751;22.520842;6;111;The Raven;6,1;426
-7000000;14.072941;6;111;Ghost World;3,3;426
-6617567;18.827753;4;108;Collateral Damage;5,5;427
-13447540;16.473355;5;107;The Quick and the Dead;6,3;427
59728529;14.949395;6;103;The Wedding Planner;5,5;427
62127760;16.90444;6;108;Dante's Peak;5,7;428
233755553;27.867368;5;92;Alvin and the Chipmunks: The Road Chip;5,8;428
-24964050;21.589393;6;139;Free State of Jones;6,6;428
125880543;20.699212;6;110;The Game Plan;6;428
97224271;20.99174;6;94;Jackass 3D;6,4;428
-16500000;20.935169;4;102;My Girl;7;428
61982834;22.179658;5;135;Conspiracy Theory;6,5;431
49636257;20.55509;5;91;The Boss;5,5;431
-6979977;22.096286;5;112;The Water Diviner;6,8;431
50468332;23.423082;6;89;Not Another Teen Movie;5,5;431
15707411;24.313684;5;122;Pay It Forward;7;432
32302796;23.292761;4;94;Silent Hill: Revelation 3D;5;432
-51868170;26.074908;2;106;Final Fantasy: The Spirits Within;5,9;433
133051587;19.637704;5;117;Patriot Games;6,3;433
4907260;21.362949;4;113;Grudge Match;6;433
22208180;15.895661;5;103;Arachnophobia;6,2;433
11771272;20.601483;6;113;Chasing Amy;6,5;433
-10730514;21.605568;4;124;Sahara;5,7;434
4508066;23.336875;6;121;Speed 2: Cruise Control;4,1;434
69208989;20.333953;3;104;Beverly Hills Cop III;5,5;434
69000000;15.314027;5;105;Star Trek III: The Search for Spock;6,4;434
-34565570;24.444186;4;118;Man on the Moon;6,9;435
30907234;20.975165;5;104;Doubt;7;435
40223306;20.624896;4;96;One Hour Photo;6,6;435
71155843;25.413955;5;107;The Cell;6;436
58246388;23.835055;6;109;Nanny McPhee and the Big Bang;6;436
125000000;22.392544;6;124;The Sum of All Fears;5,9;437
23700000;21.746245;6;87;The One;5,7;437
-3611233;22.71592;6;96;Ella Enchanted;5,9;437
-85000000;18.335992;6;90;Little Nicky;5,2;438
84648887;18.927463;4;143;The Phantom of the Opera;7;438
-12041304;24.664776;6;107;Sky Captain and the World of Tomorrow;5,7;439
10921898;18.422008;6;121;Rounders;6,9;439
92863945;21.064082;4;119;House of Flying Daggers;7,1;439
151185897;23.331459;2;130;The Living Daylights;6,2;440
97644820;18.228538;5;101;Hide and Seek;6,1;440
0;20.392858;6;91;Thir13en Ghosts;5,4;440
17721635;19.760383;6;110;The Last House on the Left;6,2;440
50619773;21.204929;6;120;Woman in Gold;7,3;440
90845033;21.021809;5;123;The Mexican;5,8;441
32333295;22.888173;6;98;The Fourth Kind;5,8;441
-2175862;12.204569;5;96;Super;4,8;441
60896147;20.252143;3;95;My Super Ex-Girlfriend;4,8;442
104195920;16.470895;6;101;Mortal Kombat;5,4;442
864659;8.518866;6;97;Submarine;5,6;443
41231041;21.789615;5;112;Fool's Gold;5,4;444
-27055498;18.394571;5;127;Domino;6;444
34192128;21.729434;6;101;Good Luck Chuck;5,5;444
47200000;25.041992;6;108;Wild Things;6,3;444
8947954;20.95282;2;87;Bachelorette;6,7;444
-19286175;18.866672;3;157;Ali;6,7;447
99945894;24.697533;4;128;World Trade Center;5,9;447
30055439;19.865989;5;95;The Forest;6;448
120545279;13.788422;6;102;Hannah Montana: The Movie;6;449
81362372;19.984477;4;84;Paranormal Activity: The Marked Ones;5,1;449
13564027;22.583834;6;94;Hellraiser;5,9;449
-7300000;24.281951;4;95;Persepolis;5,6;450
825038;23.419061;5;85;Robot & Frank;7,2;450
424987477;20.678787;6;90;Puss in Boots;6,4;451
44000000;16.871194;4;128;Syriana;6,3;451
16597830;20.953265;6;114;The Hours;7;451
82000000;14.779041;5;118;Star Trek: Generations;6,4;452
100270147;22.769108;6;108;Broken Arrow;5,7;453
-11941633;21.723897;5;116;That's My Boy;5,5;453
40395048;26.595983;4;131;The Count of Monte Cristo;7,3;453
78374103;23.607071;6;108;Species;5,5;453
25419521;20.745052;6;93;Hostel: Part II;6,8;453
31564473;11.414843;4;120;Bowling for Columbine;6,9;453
20550513;19.052179;6;85;Once;5,8;453
30485039;25.929893;6;90;Bill & Ted's Excellent Adventure;6,7;454
-3831561;18.119265;6;87;Videodrome;5,5;454
239457509;20.230535;6;116;Runaway Bride;5,7;455
-7873775;24.240361;6;103;The Jacket;6,8;455
31891803;8.802626;5;85;Red Eye;6,2;455
75474493;25.289665;6;142;On Her Majesty's Secret Service;6,4;456
51753202;24.012986;7;106;Behind Enemy Lines;6;457
23909751;27.71063;6;124;The Five-Year Engagement;5,7;457
8408614;22.787667;6;104;Tango & Cash;6,1;458
-5565561;14.723467;6;110;Into the Blue;5,8;458
42477008;18.38292;6;106;The Back-Up Plan;5,7;458
1070211;15.89534;6;87;Ultraviolet;4,8;458
-4588539;25.30216;4;107;The Awakening;7,1;458
-41962103;16.637642;6;191;Grindhouse;6,8;459
126836156;21.258991;2;124;The Best Exotic Marigold Hotel;6,9;459
-2340714;21.024346;4;90;Anomalisa;7;459
72906624;17.097041;6;104;The Forbidden Kingdom;6,3;461
37106245;19.258041;6;118;Frequency;7;462
-100000000;21.677732;4;85;Dragonball Evolution;2,9;462
258384;25.349758;6;90;Blue Ruin;7,8;462
-7000000;21.626288;2;101;A Single Man;5,6;463
141702264;16.930969;5;78;Garfield: A Tail of Two Kitties;5,1;464
27241945;26.497025;5;92;Texas Chainsaw 3D;5,3;465
-21723049;28.060472;5;105;The Frozen Ground;6,1;465
10922472;21.959742;6;100;Leap Year;6,4;465
92290266;16.302378;3;99;The Haunted Mansion;5,2;466
68821816;33.439187;6;119;Annie;6;466
84731534;21.743321;6;152;Ray;7,2;467
34626786;23.328823;5;89;The Darkest Hour;4,8;469
-800000;12.049373;3;123;A Separation;5,6;469
229492681;16.411345;6;117;Ransom;6,4;470
35649600;20.344364;1;116;Asterix at the Olympic Games;5;471
11514713;18.650748;6;96;Hocus Pocus;6,4;471
-1900686;19.807295;6;120;Take Shelter;5,5;471
56618699;25.580272;6;123;8MM;6,1;474
-12143288;21.928025;4;97;eXistenZ;6,7;475
-61900000;18.65988;6;134;Sphere;5,8;476
58122980;25.939385;1;111;The Omen;7,2;476
-1000000;20.466433;5;86;Sharknado;5,8;476
-35000000;22.939557;5;115;The Other Boleyn Girl;6,4;477
109000000;22.258428;3;119;Star Trek IV: The Voyage Home;6,9;477
93502303;23.425431;6;126;Sideways;6,9;478
19804129;22.9951;6;134;Race;5,4;478
7312826;21.605533;6;117;Star Trek: Nemesis;6,1;479
36053787;23.980329;6;80;Hoodwinked!;5,9;479
303838;21.285206;7;130;Incendies;5,1;479
-11044402;22.442241;6;130;The Life of David Gale;7,3;480
11788161;21.865021;4;104;Jay and Silent Bob Strike Back;6,4;480
-29710088;26.153669;5;157;The Insider;7,3;481
-45510171;22.503935;5;92;Bullet to the Head;5,2;481
45464324;18.632156;3;104;The American;5,8;481
111989043;20.652943;4;121;End of Days;5,5;482
-20677865;15.590001;6;89;Duplex;5,9;482
0;21.549232;6;98;The Tuxedo;5,3;483
49188937;20.561682;5;121;August: Osage County;6,9;483
24430334;23.612409;6;105;A Serious Man;6,5;483
22000000;22.889294;4;125;The Apartment;6,4;483
18112929;20.649145;5;88;Chernobyl Diaries;5,6;483
267695435;23.473004;4;87;Alvin and the Chipmunks: Chipwrecked;5,4;484
27784194;21.685719;6;127;State of Play;6,7;484
99906693;19.738215;6;105;Maid in Manhattan;5,6;485
37436439;19.774543;6;110;Mirrors;6;485
52378584;19.683187;1;110;Monster;7,9;485
6990000;20.399578;7;89;Eraserhead;4,9;485
33354918;24.153567;5;101;Two Weeks Notice;5,9;487
-5098661;24.657931;6;117;Edge of Darkness;6,2;487
-29199769;22.736038;5;118;Winter's Tale;6;487
55464351;15.835672;6;130;What Lies Beneath;6,3;488
123198313;18.59991;6;121;The X Files;6,6;488
167833357;16.234053;5;97;The Santa Clause;6,3;489
12869680;22.341462;3;85;[REC]2;7,9;489
36850624;22.164202;6;125;Superman III;5,3;490
167312802;26.090746;3;127;For Your Eyes Only;6,3;490
90466177;12.599836;6;116;Talladega Nights: The Ballad of Ricky Bobby;6,2;491
10159905;22.074306;6;103;Just My Luck;5,8;491
140864401;22.409117;5;98;Cool Runnings;6,8;491
42776760;17.54768;5;113;Shaolin Soccer;5,5;491
25283321;21.535126;6;104;The Faculty;6,2;492
64748021;23.25645;5;133;Wall Street: Money Never Sleeps;5,8;493
72654149;22.14595;4;81;Alexander and the Terrible, Horrible, No Good, Very Bad Day;6,1;493
-55000000;22.573237;3;92;George of the Jungle;5,4;496
46669806;23.234651;6;136;Coach Carter;7,3;496
29022014;19.642328;1;105;Snakes on a Plane;5,1;497
-8999954;20.410354;6;90;Death at a Funeral;6,9;497
21627431;26.21425;3;115;Never Back Down;6,4;497
31493123;26.219598;6;107;Harold & Kumar Escape from Guantanamo Bay;6,2;497
89852759;27.46264;4;102;Zookeeper;5,3;498
104387195;20.334629;6;116;Crimson Tide;7;498
71446075;21.680424;5;92;The Possession;5,8;498
-6540542;26.373864;4;96;Chloe;5,9;498
181466833;22.644275;4;93;Scooby-Doo 2: Monsters Unleashed;5,4;500
80525432;21.657563;4;97;Tammy;5;500
-23778362;21.408222;6;102;Your Highness;5,2;501
120184237;17.047276;3;103;The Muppets;6,5;501
228248367;23.736535;4;154;The Firm;6,6;501
67991835;18.961323;6;119;Michael Clayton;6,5;501
165405498;26.82041;6;189;JFK;7,5;502
96885658;29.415229;6;103;Analyze This;6,4;503
-2347965;19.664699;1;98;I Love You Phillip Morris;6,4;503
323203506;16.072466;6;97;Crocodile Dundee;5,2;503
24715918;25.5748;4;91;Friday;6,9;503
67567667;23.161754;6;114;WarGames;7;504
-4000000;23.604936;6;115;Elite Squad;5,2;504
71835402;25.03414;6;107;Footloose;6,4;505
10372606;26.257951;1;93;Haywire;5,6;505
21496320;20.311684;4;103;This Is Where I Leave You;6,5;505
9000000;29.543331;5;184;Barry Lyndon;7,7;505
60810728;20.304235;5;83;The Lazarus Effect;6,9;505
104433867;18.106021;7;92;Daddy Day Care;5,6;506
143959438;24.389194;4;98;Big Momma's House;5,6;506
122427960;27.230493;6;131;A View to a Kill;6;506
31205850;15.338211;6;106;The Kids Are All Right;5,8;506
28510078;10.400603;7;100;Super Size Me;4,4;506
171438673;27.17347;5;125;The Spy Who Loved Me;6,6;507
56821036;26.268209;5;100;Skyline;4,7;507
66880821;27.898438;4;122;The Hundred-Foot Journey;7,3;508
56303988;23.935053;5;98;Race to Witch Mountain;5,5;509
112266007;25.219805;4;149;A Time to Kill;7;509
60180723;25.316146;6;83;Dude, Where’s My Car?;5,2;509
-706337;15.817096;6;106;Lars and the Real Girl;7,1;509
142817841;26.710398;3;88;G-Force;5,1;510
-98301101;27.220157;6;102;The 13th Warrior;6,4;510
55197635;13.365715;6;129;Hereafter;5,8;510
159011982;21.998734;6;84;Spy Kids 3-D: Game Over;4,7;511
14682547;23.088571;6;110;Small Soldiers;6,2;511
25583804;25.825771;6;107;Cop Out;5,3;511
25944725;23.663713;4;113;Hostage;6,2;512
42383208;19.348007;5;93;Bedazzled;5,6;512
162991646;23.839127;6;90;The Waterboy;5,9;512
16658558;26.123705;4;110;The Kingdom;6,5;513
139859560;30.397496;6;127;Outbreak;6,3;513
-4083508;24.107835;6;104;The Rundown;6,4;514
50636986;25.391899;6;105;I Love You, Man;6,5;515
-1420000;24.903418;6;97;The Losers;6,2;515
14208267;29.211255;6;136;The Core;5,4;516
57641683;18.661541;6;86;A Haunted House;5;516
37498534;18.60049;2;112;Rat Race;6;518
5871113;25.999888;4;103;Unleashed;6,6;518
-42000000;16.122168;4;83;Brüno;5,4;518
13412793;16.665841;1;100;The Invention of Lying;6;518
-1427191;26.281839;5;108;I Spit on Your Grave;7,3;519
39660784;19.708731;6;138;We Were Soldiers;6,7;521
-60000000;19.705489;3;125;The Family Man;6,5;521
81723358;24.085144;4;100;Spy Kids 2: The Island of Lost Dreams;5,3;521
21132598;28.624038;6;83;The Naked Gun 33<U+2153>: The Final Insult;6,3;521
49516304;14.530803;6;90;Serendipity;6,6;521
18908467;23.281616;6;154;Amores perros;6,8;521
38369434;25.454549;5;104;The X Files: I Want to Believe;5,5;523
2357900;25.293538;5;97;Year One;4,6;524
90572000;30.214716;1;125;The Man with the Golden Gun;4,9;524
16004039;26.259389;4;107;Margin Call;8,3;524
29779728;16.176976;5;104;She's Out of My League;5,9;525
69181830;18.831023;4;94;Cheaper by the Dozen 2;5,7;526
-24099751;23.9366;4;132;Flags of Our Fathers;6,7;526
0;20.982455;4;96;The Chorus;6,2;526
99330280;19.747459;6;124;The Jackal;6,1;527
160000000;25.633663;1;131;Octopussy;6,2;527
101956699;23.3784;6;105;The Iron Lady;6,2;527
1676935;25.402697;6;92;Another Earth;5,5;527
143685114;21.272734;6;114;City of Angels;6,4;529
45442940;25.838073;6;97;The House Bunny;5,6;529
104000000;24.616634;5;132;Star Trek: The Motion Picture;6,2;530
-8000000;15.960916;6;95;Punch-Drunk Love;6,9;530
70542418;26.071644;6;132;I Am Sam;7,2;530
300000;22.87623;7;98;Four Rooms;6,7;530
17387857;11.023691;6;114;Dinner for Schmucks;5,5;531
12547440;25.039383;5;83;30 Minutes or Less;5,6;531
65071651;23.441135;6;98;The Whole Nine Yards;6,2;531
33349884;27.724913;6;91;Ghost Ship;5,3;531
102084787;28.675891;2;117;You Only Live Twice;6,1;531
-1040082;26.093043;5;100;A Scanner Darkly;6,8;532
94013509;24.598479;4;154;Cold Mountain;6,7;533
-8720548;25.020428;6;99;The Legend of Hercules;4,4;533
154777836;30.465138;5;121;Live and Let Die;6,5;533
40103895;23.491962;7;109;Smokin' Aces;6,4;534
58267375;31.791979;6;103;DragonHeart;6,4;535
31422687;24.459948;2;94;Cellular;6,1;537
77489643;27.65527;5;119;The Host;6,7;537
23722567;24.750909;6;97;The Lost Boys;6,8;538
792;32.476098;4;97;Irreversible;7,2;538
124167015;28.22119;6;133;Licence to Kill;5,9;541
176308099;29.887404;3;126;Moonraker;5,9;541
63055349;24.70166;6;91;Old School;6,6;541
16554855;26.708193;6;121;A Most Wanted Man;6,5;541
49673228;24.47248;3;141;Letters from Iwo Jima;7,2;541
226748063;26.548594;6;82;Dinosaur;6,2;542
16002004;12.050755;4;101;Herbie Fully Loaded;5,1;542
80455994;24.287306;6;120;Eight Below;6,7;542
204976425;29.381878;5;162;The English Patient;7;542
14077920;27.256849;4;103;Endless Love;6,7;542
103754278;14.759948;6;93;Road Trip;5,9;542
30300000;23.109959;4;161;The Bridge on the River Kwai;8,1;542
142295562;24.507987;6;115;Eraser;5,6;543
295631208;28.964162;5;91;The Flintstones;5;543
32616646;22.975918;3;91;Runner Runner;5,5;543
14171130;22.622453;5;111;The Gambler;5,7;543
16814909;24.147269;4;129;Men of Honor;7;544
-7061128;15.175289;7;112;Funny Games;6,3;545
63930411;27.33256;6;85;The Naked Gun 21: The Smell of Fear;6,6;546
56244881;15.013386;6;111;To Rome with Love;5,6;546
-7992930;37.629309;3;125;A Most Violent Year;6,5;546
28848069;24.898687;5;126;Wall Street;7;546
-46675670;40.371098;1;137;Child 44;6,1;547
71626121;17.457947;6;100;Payback;6,7;548
-150000000;21.214571;5;102;The Wolfman;5,5;549
11073932;36.689223;4;101;xXx: State of the Union;4,7;549
0;25.450534;4;93;The Pink Panther;5,6;550
51369815;11.041659;6;100;Sky High;5,8;550
9008928;29.852608;4;94;They Live;4,4;550
25164106;30.114383;5;105;Delivery Man;6,2;551
108819547;34.634181;2;120;Diamonds Are Forever;8,4;553
105896422;17.659032;6;96;Music and Lyrics;6,2;554
45718097;23.603514;6;95;Napoleon Dynamite;7,2;554
84827316;25.136082;5;102;Ride Along 2;6,1;555
-17491482;27.903999;6;110;Sabotage;5,5;555
37387131;25.613197;6;101;House at the End of the Street;5,8;555
34945765;23.661071;5;91;Planet 51;5,6;556
59047633;11.492474;6;114;The Rite;5,8;556
3257792;25.186002;6;85;Safety Not Guaranteed;5,4;556
-16791304;27.891012;5;113;Criminal;5,7;557
42027970;26.286954;6;121;The Last King of Scotland;6,5;558
47629670;25.002715;5;96;The Transporter Refueled;5,2;559
201614388;17.638286;6;107;Twins;5,7;559
5350214;24.0034;5;105;Layer Cake;6,5;559
89540499;22.853006;5;123;Julie & Julia;6,6;560
35000000;26.356697;6;111;Escape from Alcatraz;7;561
159515725;25.170217;4;147;Traffic;6,9;562
-9074310;25.876582;6;137;Dune;6,5;562
135695658;31.036;5;130;Thunderball;5,7;562
2000000;23.917982;5;109;Case 39;6,1;563
137817992;20.326337;4;95;Paranormal Activity 4;5,1;563
64380927;24.917665;1;99;Role Models;6,4;564
-2415869;17.493735;3;84;District B13;6,5;565
11831503;20.834883;6;100;Winter's Bone;7;565
4190704;21.75433;7;99;Charlie St. Cloud;6,8;566
7715436;26.792794;6;136;Dreamcatcher;5,3;567
69597242;41.258487;5;94;Paul Blart: Mall Cop 2;5;567
-918274;26.324874;3;98;Faster;6,1;568
62449929;14.754281;6;98;Bring It On;5,8;568
8176469;23.299907;6;108;Before Midnight;5;568
-53000000;19.412028;6;93;Blades of Glory;5,9;569
12462041;27.133277;6;99;A Dangerous Method;6,2;571
86793;31.586215;6;101;Where the Wild Things Are;6,4;572
72839667;21.436682;5;95;The Spiderwick Chronicles;6,3;572
15632458;27.055085;6;121;Tears of the Sun;6,4;573
34519773;22.863516;3;119;Burlesque;6,9;573
-9563192;24.672234;4;127;The Infiltrator;6,6;573
48974818;29.105407;6;104;The Skeleton Key;6,4;573
110161792;27.870755;1;87;The SpongeBob SquarePants Movie;6,7;574
13681566;28.613892;5;97;Elektra;4,8;575
69832389;22.501041;6;89;Jingle All the Way;5,5;575
68916474;26.79781;1;100;Coyote Ugly;5,8;575
-13514957;21.891078;6;113;What Dreams May Come;6,8;577
104907746;16.460356;5;85;The Campaign;5,6;578
73078482;22.054546;5;112;Bend It Like Beckham;4,2;578
51049560;27.166757;1;126;Spy Game;6,8;579
44854431;13.43573;6;95;Just Like Heaven;6,5;579
88129872;29.019504;6;98;Philomena;7,4;579
29886000;25.666029;3;96;Night of the Living Dead;6,6;580
36269812;29.018826;5;119;Paycheck;5,9;581
59188165;23.343839;6;88;Piranha 3D;5,3;581
42882018;26.090495;4;97;Sinister 2;5,4;581
35196684;27.600843;3;87;Child's Play;7,3;581
-5452319;28.725621;4;140;The Negotiator;6,8;582
129291809;25.060342;4;107;Step Up 3D;6,6;582
21674817;21.133748;6;99;Poseidon;5,5;583
30830607;27.494037;3;101;The Switch;5,9;583
1093039;26.181753;6;102;Dazed and Confused;6,8;583
659678;12.982319;6;103;Troll Hunter;5,6;583
261288605;15.401855;5;105;My Best Friend's Wedding;6,3;584
46548707;31.565117;5;98;Krampus;5,9;584
17671101;27.215666;5;106;Regression;5,3;585
74584880;11.086001;1;121;Good bye, Lenin!;7,3;586
3161152;27.788067;6;84;Pi;3,3;586
3742978;26.406001;6;94;Monsters;4,5;587
-27900910;28.223664;2;114;The Finest Hours;6,3;588
185000211;26.19909;6;112;Cliffhanger;6,1;588
101844840;26.676487;7;113;Couples Retreat;5,3;588
89047131;30.205943;6;90;The Amityville Horror;6;588
30774000;29.262427;3;83;The Texas Chain Saw Massacre;6,3;590
-2509626;27.018886;5;106;Inkheart;6;592
73100172;26.799913;5;105;Here Comes the Boom;6;593
-36298836;29.490057;6;109;Broken City;5,7;593
-2575000;17.237143;6;109;Monte Carlo;6;593
-3812888;40.016306;6;95;Maggie;6,9;593
55825796;19.525659;2;96;The Cable Guy;5,7;594
39700000;27.009723;5;110;What to Expect When You're Expecting;5,8;594
66244770;27.465433;6;116;John Q;7;594
69185582;27.555646;5;102;Once Upon a Time in Mexico;6,2;594
84908830;26.69592;6;97;Freddy vs. Jason;5,8;594
14085477;18.447479;6;123;The 6th Day;5,7;595
205756637;25.752118;4;130;The Perfect Storm;6,2;597
3333531;21.606001;5;115;The Box;5,4;597
65714875;24.09152;6;109;My Sister's Keeper;7,1;598
-21068599;30.387148;5;105;Drive Angry;5,3;600
64044513;23.230851;6;85;Surf's Up;5,9;601
146404396;25.877794;5;112;Entrapment;6;602
141698896;15.002502;5;96;Police Academy;7;602
7922237;18.27083;5;106;Fright Night;6;603
147233113;34.308098;5;88;The Peanuts Movie;6,5;604
70673788;22.132418;6;91;Jack and Jill;4,1;604
13648228;22.991269;4;105;Deep Blue Sea;5,6;604
-37130952;23.465539;3;90;City of Ember;6,2;605
47374674;24.694551;5;109;Four Brothers;6,7;607
102000000;28.227984;6;101;About a Boy;6,6;607
-4012679;29.261348;5;105;Doom;5;609
116900000;22.793929;5;93;Blazing Saddles;7,1;609
91885767;27.684779;6;89;Anaconda;4,7;610
47160734;27.11589;6;105;Hall Pass;5,4;611
50029656;17.869443;6;109;Get Him to the Greek;5,9;612
34586584;30.909699;4;128;Milk;7,1;612
-12000000;25.496926;6;99;Triangle;6,9;612
49956806;27.990284;6;78;Stuart Little 2;5,4;613
50416905;25.903237;4;100;Max Payne;5,2;613
279965036;25.28436;2;100;Beverly Hills Cop II;6,1;613
71000000;26.967494;4;149;Das Boot;7,9;613
40896829;25.520976;3;90;Brick Mansions;5,7;615
42191886;18.923181;4;106;Welcome to the Sticks;6,8;615
20539911;24.100863;5;144;Cinderella Man;7,3;616
24281723;30.583959;4;102;Garden State;6,7;618
130638883;26.952727;6;133;Legends of the Fall;7,2;619
-13590109;25.799697;5;111;Repo Men;6,2;620
55447968;29.173266;6;112;Definitely, Maybe;6;620
125382724;22.845143;7;85;Gulliver's Travels;4,9;621
-5938689;29.608322;4;125;Ben-Hur;5,3;621
154116327;28.500913;3;129;The Sting;6,4;622
-10100000;29.253833;6;116;Highlander;6,8;624
31505065;30.537845;7;130;Tombstone;7,4;626
31965843;25.894065;5;129;The Secret in Their Eyes;5,4;626
102026112;25.159168;4;90;Fun with Dick and Jane;5,9;627
186957688;5.411154;6;111;Kindergarten Cop;5,8;628
17126295;23.982956;6;113;High Fidelity;7;628
136458706;30.515175;5;127;Superman II;6,5;629
101591324;27.303608;6;98;Gothika;5,8;629
41918658;30.981604;5;100;Legion;5,2;629
-1939157;30.196039;2;135;25th Hour;6,2;629
61457682;16.92991;6;136;Seven Years in Tibet;7;630
-12112543;24.548633;3;127;Ed Wood;7,3;630
43729176;25.978555;2;96;The Time Machine;5,8;631
3008161;29.072964;5;107;Machete Kills;5,3;631
-3399104;27.662696;7;95;The Signal;6,8;631
111451538;32.233713;5;110;The Ring Two;5,4;632
248700832;29.834065;4;117;Four Weddings and a Funeral;7,2;632
17318349;22.07638;3;104;Brothers;6,8;633
34956140;28.867568;6;101;The Crazies;6,2;633
44000000;29.071955;2;105;The Orphanage;6,1;633
95213455;28.200874;6;112;Hollow Man;5,6;634
31416464;28.019226;3;98;Daybreakers;6;634
146394432;23.607392;5;99;Hero;7,2;635
16050575;33.555764;6;84;Wrong Turn;6,6;635
144594016;28.800112;5;133;Eat Pray Love;5,8;636
94022650;29.498304;5;104;Death Becomes Her;6,3;636
5654912;29.223881;7;115;Nebraska;7,4;636
18074539;29.647844;6;118;Dead Man Down;5,9;638
13801173;26.441669;6;114;Adaptation.;7,3;638
21944236;27.097932;4;94;Arthur and the Invisibles;6;639
68929150;26.38704;5;130;Anna Karenina;6,5;639
17556119;45.317278;4;108;The November Man;6;639
-11625672;28.397048;5;108;Pride and Prejudice and Zombies;5,5;640
127816700;28.973074;5;98;Step Up 2: The Streets;6,5;640
72160846;28.670193;6;69;The Land Before Time;7;640
4145613;19.705311;6;116;Let Me In;6,7;641
20474340;22.364549;4;123;Marie Antoinette;6,5;642
110922370;18.362333;4;121;Good Morning, Vietnam;7,1;642
162452832;30.380747;1;85;The Curse of the Were-Rabbit;6,8;643
110268750;28.848842;6;101;Starsky & Hutch;5,6;644
121269535;18.121404;6;96;Mr. Deeds;5,6;644
16680201;18.262017;6;87;Hot Pursuit;5,4;647
253625427;31.719463;6;100;Wild Hogs;5,6;648
59114085;31.802807;6;129;Conan the Barbarian;6,6;650
96308889;24.499996;3;110;Butch Cassidy and the Sundance Kid;7,4;650
77242962;16.595874;3;145;Memoirs of a Geisha;7,3;652
-8517793;33.98637;6;106;Gremlins 2: The New Batch;6,2;652
32169884;6.567065;3;121;Hannibal Rising;6;654
112309027;26.61951;6;83;Open Season;6,1;656
-30000000;48.0343;4;92;Wild Card;5,4;656
-4203153;25.848003;6;93;EuroTrip;6,5;656
53488889;26.58873;4;91;Bad Santa;6,5;656
-91969578;32.351527;2;153;Metropolis;8;657
11129846;22.139842;3;129;To Kill a Mockingbird;7,2;657
-13389116;32.657488;6;122;Ronin;6,7;658
5122090;28.819424;4;96;We Are Your Friends;5,6;658
417760;23.307949;6;77;Primer;5,9;658
-6552846;48.784734;4;92;Before I Go to Sleep;6,2;659
125216468;32.602868;6;122;The Exorcism of Emily Rose;6,3;659
18907422;26.509175;1;98;Team America: World Police;6,6;660
104000000;25.6713;5;111;Star Trek: First Contact;7;661
10664721;32.31022;4;105;16 Blocks;6,2;661
386006740;26.576385;4;129;The Bodyguard;6,1;661
23152800;29.365851;6;106;Eddie the Eagle;7,2;661
107470746;29.775441;5;99;Step Up Revolution;6,7;663
204736344;27.683874;5;90;Mr. Bean's Holiday;6,1;663
18293509;29.01153;2;92;Thank You for Smoking;5,6;664
-29504697;27.940093;6;84;Idiocracy;3,1;664
5737585;27.36562;5;81;Run Lola Run;7;664
368140005;29.412262;2;88;Alvin and the Chipmunks: The Squeakquel;5,4;666
-13651216;31.02233;4;116;The Boat That Rocked;7,2;666
