Profit;popularity;Day_of_week;runtime;title;vote_average;vote_count
16000000;12.268143;4;119;Logan's Run;6,3;269
30500000;18.025206;6;96;Day of the Dead;6,9;270
49256513;13.581966;5;97;Wag the Dog;6,7;270
0;13.476596;6;99;Election;6,8;270
-42200000;13.155999;6;140;Flyboys;6,3;271
-3136417;15.131867;4;93;The Cold Light of Day;4,8;271
-13241672;25.112567;7;120;Escobar: Paradise Lost;6,1;271
0;4.952983;4;91;High Tension;6,9;271
75978266;17.592299;5;122;The Second Best Exotic Marigold Hotel;6,3;272
23872033;16.856231;5;89;Freddy's Dead: The Final Nightmare;5,2;272
60216736;19.947265;3;130;The Grandmaster;6,3;273
4309223;13.916583;5;116;The Railway Man;6,7;273
47600000;17.717681;6;93;Good Night, and Good Luck.;6,8;273
-7906294;20.415572;6;130;Oliver Twist;6,7;274
-4526907;14.376463;2;105;Dark Water;5,3;274
-33328495;21.312186;6;99;Baby's Day Out;5,8;274
32462438;17.697042;4;112;Crazy Heart;6,8;274
-3583107;10.794175;6;140;The Doors;6,7;275
-40000000;15.055732;5;102;Drillbit Taylor;5,5;275
-30000000;14.188982;6;111;The Hudsucker Proxy;7,1;275
3013805;18.165957;2;113;Confessions of a Dangerous Mind;6,6;275
28084357;13.817269;6;107;Grosse Pointe Blank;6,9;275
2957978;14.331992;6;94;Man on Wire;5,6;275
4175000;11.871424;5;105;It Happened One Night;6,2;275
-23990820;20.374308;6;113;Flight of the Phoenix;5,7;276
27280250;14.403696;5;103;Did You Hear About the Morgans?;5,1;276
69137784;14.382253;6;124;Unfaithful;6,3;276
-20029184;13.847872;6;91;The Beaver;6,3;276
23967255;14.136476;6;111;Max;6,8;276
0;16.368283;6;124;Stepmom;6,9;277
5193068;13.906611;6;145;Black Book;7,2;277
3538446;17.806082;6;101;Martha Marcy May Marlene;7,4;277
-52000000;15.20707;6;104;Bulletproof Monk;5,1;278
72615211;17.746719;4;119;The Client;6,4;278
107841558;19.439386;6;105;Double Jeopardy;6,2;278
25754228;19.372805;6;119;Sweet November;6,4;278
0;17.943945;1;111;The Prince & Me;5,9;278
-13844219;14.729386;4;98;The Whole Ten Yards;5,5;278
-21000000;12.761176;6;124;Synecdoche, New York;7,4;278
10200000;19.127239;5;105;High Plains Drifter;6,2;278
97499205;13.864975;6;161;Out of Africa;7;279
-522998;18.224326;6;98;The Diary of a Teenage Girl;6,8;279
5912216;13.291991;6;91;Kids;4,5;279
25696770;18.65632;6;84;The Sweetest Thing;5,3;280
38534455;11.927667;6;94;The Lizzie McGuire Movie;5,7;280
-41000000;14.653718;6;88;The Medallion;5,3;281
65500000;17.113408;6;99;A Nightmare on Elm Street 4: The Dream Master;5,8;281
84070507;6.035152;2;122;Think Like a Man;6,9;281
44309766;11.135734;6;98;The Eye;5,5;281
109700000;17.681707;4;121;The Piano;6,1;281
-6439931;11.700578;4;91;Bottle Rocket;6,6;281
6200000;14.884756;3;125;A Streetcar Named Desire;6,8;281
5802422;12.708963;6;84;Carriers;5,8;282
74646581;13.308127;5;99;Timecop;5,5;282
140663859;13.318744;6;124;Vertical Limit;5,9;283
19143839;13.906944;6;102;The Grudge 2;5,2;283
-15300000;18.20957;4;94;Wasabi;6,2;283
5777647;13.65494;3;112;The Diving Bell and the Butterfly;7,4;283
84937680;14.486311;2;134;Dreamgirls;6,6;284
10209334;20.58862;6;107;Chain Reaction;5,3;284
1863726;15.283444;4;95;The Guilt Trip;5,4;284
84281051;12.967137;3;100;Hope Springs;5,8;284
30795814;11.859396;6;102;Agent Cody Banks;5;284
-21000000;15.440465;6;99;Everybody's Fine;6,5;284
-44357293;15.433244;6;131;The Last Castle;7;285
-23602716;15.333575;6;98;Jane Got a Gun;5,4;285
20374201;14.038703;5;127;Polisse;6,3;285
-616755;12.496261;5;98;Stake Land;6,2;285
-7207439;19.226763;6;98;Basic;6,2;286
-27472096;13.268936;6;129;Machine Gun Preacher;6,4;286
53000000;15.505137;6;88;Teenage Mutant Ninja Turtles II: The Secret of the Ooze;5,8;286
0;17.98817;6;102;Ghost Town;6,4;286
0;20.086645;6;101;All Good Things;5,9;286
5871522;16.930914;6;109;Inside Job;6,3;286
-888798;15.213484;6;121;The Black Dahlia;5,7;287
0;15.913783;4;95;Black Knight;5,1;287
12829644;12.653831;5;87;Seed of Chucky;4,9;287
59000000;14.132583;6;97;Charlotte's Web;5,8;288
-14604913;16.698316;6;130;Anonymous;6,3;288
17597471;15.804814;6;97;The Covenant;5,2;288
-7517225;14.031377;5;101;The Weather Man;6;289
6842058;16.361743;6;94;The Collection;5,5;289
50807547;15.350451;4;107;The Devil's Own;5,9;290
89862682;15.341196;5;72;Return to Never Land;6,1;290
-11466773;19.913961;5;89;The Midnight Meat Train;6;290
58527595;12.159009;6;99;Urban Legend;5,6;290
32300000;17.371327;7;89;Earth to Echo;5,7;290
25147786;13.930763;4;148;Biutiful;7;291
306145693;16.742972;6;119;Fatal Attraction;6,6;291
5951798;11.220643;3;91;Jason X;4,5;291
38493982;17.3393;3;119;The Color of Money;6,7;291
23697647;13.455373;6;91;The Outsiders;6,9;291
4090181;14.730796;5;112;New Nightmare;5,8;291
-15681018;18.790221;4;100;Adore;6,2;291
9125849;14.08251;4;90;Waltz with Bashir;6,8;291
10874570;14.530946;6;74;Fantasia 2000;7;292
42226116;18.61472;6;118;Be Cool;5,4;292
126883563;12.867352;5;170;The Horse Whisperer;6,7;292
7640028;20.495749;6;110;Lakeview Terrace;5,9;292
30795445;15.580335;6;120;Do the Right Thing;6,8;292
5284309;15.699363;7;90;The Skeleton Twins;6,7;292
10512007;16.736734;2;98;Wimbledon;6;293
12536299;18.790102;6;133;Brooklyn's Finest;6,2;293
-10410627;17.112498;6;102;Punisher: War Zone;5,6;294
23485056;16.40512;6;100;Arbitrage;6,1;294
-1950865;8.753409;6;99;Heavenly Creatures;6;294
0;17.834976;4;99;Eight Legged Freaks;5,4;295
26069568;16.663797;6;107;Risen;5,7;295
25105542;13.237835;6;99;All About Steve;4,7;295
24901913;14.029012;5;112;Something Borrowed;5,9;296
-13989168;13.145205;6;98;Ghosts of Mars;4,8;296
-11485156;16.715631;6;90;Looney Tunes: Back in Action;5,6;297
107855065;14.646884;5;104;The Santa Clause 2;5,5;297
120128460;14.231899;6;107;Shall We Dance?;5,9;297
-3025541;12.643703;6;105;Death Sentence;6,5;297
-17000000;14.18136;6;94;40 Days and 40 Nights;5,2;297
5495563;14.993459;6;105;Out of Time;6,1;298
39437847;16.936576;6;98;Kiss of the Dragon;6,4;298
61778712;11.227087;6;95;Jackass Number Two;6,4;298
0;18.223139;2;116;Ghost Dog: The Way of the Samurai;4,8;298
-62373766;14.564667;5;177;The Postman;6,1;299
49935764;17.270539;1;89;Changing Lanes;5,9;299
46102666;19.045146;6;104;Jeepers Creepers 2;5,5;299
211394;16.074397;6;115;Appaloosa;6,3;299
2275812;17.683563;6;111;Labor Day;6,7;299
85734718;13.706357;6;101;My Bloody Valentine;5,3;299
41185053;21.119209;1;113;Midnight Cowboy;5,3;299
-14646768;14.513243;5;101;Alex Cross;5,1;300
-16701;15.015271;7;120;Wish I Was Here;7,4;300
-16215682;14.613152;3;137;On the Road;5,5;301
13424826;17.772518;6;108;The Informant!;6;301
50063304;20.913852;5;116;The Saint;5,9;302
-7368097;24.353302;6;123;Bandits;6,2;302
37049764;19.043286;5;136;Finding Forrester;7;302
84851622;15.585138;6;105;Get Shorty;6,4;302
0;18.764453;1;98;The Last Days on Mars;5,2;302
88921203;18.422323;5;95;Flashdance;7,2;302
19237563;15.274137;1;114;Elizabeth: The Golden Age;6,6;303
44646763;18.492655;2;94;Honey;6;303
239606210;15.474831;5;98;Crocodile Dundee II;5,5;303
-2887336;14.780634;5;111;The Dilemma;5,2;304
3831145;14.17009;6;109;Draft Day;6,5;304
62772742;13.786075;6;84;The Animal;4,6;304
5000000;17.632446;5;107;Admission;5,4;304
54817939;15.26213;6;94;The Golden Child;5,6;304
-20868140;11.356079;4;92;Babe: Pig in the City;5,2;305
23157539;14.733513;6;119;The Mothman Prophecies;6,1;305
-11303790;14.725467;7;104;RoboCop 3;4,2;305
-4098490;16.574756;6;116;The East;7;305
0;20.362025;4;91;Little Nicholas;5,9;306
-10000000;15.280261;6;112;The Straight Story;5,5;306
9829545;19.301432;6;89;House of 1000 Corpses;4;306
-24503683;20.27704;4;93;Bandidas;5,8;307
-9380000;21.230737;6;104;Trust;6,1;307
61196498;19.643365;5;99;Shaft;5,5;308
0;11.349664;6;98;Bill & Ted's Bogus Journey;5,9;308
48535067;9.832326;6;88;Deuce Bigalow: Male Gigolo;5,5;308
22763605;16.681567;6;84;Child's Play 2;5,8;308
-2046802;19.02965;5;92;Timecrimes;7,8;308
72600435;19.143321;6;134;First Knight;5,9;311
5294470;18.706504;4;109;Assault on Precinct 13;6;311
20378361;14.518598;6;89;The Fog;6,4;311
10766616;16.78512;6;103;The Dead Zone;6,9;311
1184662;11.205726;6;91;Dead Snow;6,9;311
-19400000;20.746932;7;125;The Painted Veil;7,1;312
98611771;9.895061;7;100;102 Dalmatians;5,1;313
-38245366;14.44381;6;94;Titan A.E.;6,3;313
125362582;16.582709;6;110;The Specialist;5,5;313
-25000000;17.375562;4;90;A Monster in Paris;6,5;313
51615414;15.901137;4;107;Big Mommas: Like Father, Like Son;5,3;313
-13069116;16.883429;4;108;88 Minutes;5,7;313
14334401;6.309587;6;88;Hot Rod;6,3;313
24456761;15.858629;6;120;The Long Kiss Goodnight;6,5;314
60547866;17.165039;4;82;Vampires Suck;4,2;315
28616692;16.890285;6;106;Y Tu Mamá También;6,9;315
20472776;16.517777;6;87;Friday the 13th Part 2;5,9;315
54537954;15.611857;6;79;Open Water;7,2;315
30383290;14.808304;5;112;Muppets Most Wanted;6,2;316
60803676;15.98212;6;104;The Dukes of Hazzard;5,1;316
38000000;3.698276;4;155;Amistad;6,8;316
-2895318;12.062371;6;88;Red State;5,1;316
-5968919;19.331884;4;89;Maniac;4,9;316
20811672;18.236284;6;120;Becoming Jane;6,9;317
-15500000;17.327279;6;95;Slither;6,3;317
-60519261;11.22268;4;116;Timeline;5,4;318
8103450;16.759252;6;136;Hidalgo;6,5;318
-75000000;17.561955;6;78;Inspector Gadget;4,3;318
-4800000;15.079993;6;93;Heist;5,6;318
12886719;19.212552;6;107;A Lot Like Love;6,5;318
2300000;17.062117;5;90;Superman IV: The Quest for Peace;4,1;318
0;18.568021;6;85;The Nut Job;5,5;319
35479076;17.7091;6;108;Derailed;6,1;319
-18000000;13.462544;6;87;Youth in Revolt;5,9;319
-20968663;14.84856;5;103;The Spirit;4,7;320
-20568747;16.832312;5;91;Unfinished Business;5;320
4206470;12.68514;6;100;Bernie;6,6;320
61821334;21.735068;6;111;Splash;7,5;321
-7590111;16.343317;4;105;The Young Victoria;7;322
70923251;16.027955;4;94;My Big Fat Greek Wedding 2;5,5;322
0;16.754452;6;107;The Devil's Rejects;7,2;322
22592880;20.403344;6;90;Fast Times at Ridgemont High;6,9;322
120036382;15.039407;6;123;Phenomenon;6,2;323
33926886;14.518708;6;117;We Own the Night;6,5;323
-1774772;13.939054;3;100;Glengarry Glen Ross;7,5;323
77800000;21.933822;1;172;Patton;7,3;323
139223000;19.326115;4;110;American Graffiti;6,8;324
64423521;19.286099;5;102;Street Fighter;4,1;325
1098382;14.699342;5;102;Jersey Girl;5,8;325
9942188;19.428994;6;81;The Sitter;5,4;325
13642838;11.183197;6;97;Joy Ride;6,3;325
-14410898;17.339852;6;122;The Bad Lieutenant: Port of Call - New Orleans;6;326
66865564;6.064638;5;86;Epic Movie;3,2;326
30891409;20.790703;6;98;Snake Eyes;5,8;327
-4965111;22.894898;5;123;Elizabethtown;6,1;327
64601050;15.794946;4;104;No Reservations;6,1;327
0;16.87784;4;122;Frost/Nixon;7,2;328
16387212;17.971883;6;108;A Very Harold & Kumar Christmas;6;328
65938090;14.838986;6;87;The Last Exorcism;8;328
63076342;14.353279;5;96;Nim's Island;5,6;330
536013;19.106154;1;135;The New World;6,4;330
66036760;19.750059;2;115;Romeo Must Die;6;330
9133087;6.044161;6;99;Stir of Echoes;6,5;330
-58067057;17.88953;5;121;Stealth;4,9;331
83733697;19.500893;4;88;Four Christmases;5,3;331
120953723;16.791058;4;95;Hop;5,5;331
-7500000;19.311572;6;122;Running Scared;7;331
1164799;14.947588;5;92;Fifty Shades of Black;5,2;331
39307945;17.783361;5;106;Nutty Professor II: The Klumps;4,7;332
94000000;18.264635;6;98;Six Days Seven Nights;5,6;332
-2512610;14.813057;5;99;Bangkok Dangerous;5;332
34597643;18.14218;5;89;Escape from Planet Earth;5,7;332
110197;28.858238;2;94;Dogtooth;6,4;332
0;19.83683;3;97;Arthur Christmas;6,7;333
29745568;16.000178;6;123;Out of Sight;6,5;333
-5851171;17.193659;6;106;Mindhunters;6,3;333
0;6.752141;6;88;Circle;5,3;333
12000000;19.224754;5;93;The Stepford Wives;5,4;334
52150642;14.179538;1;124;Elizabeth;7,1;334
2222308;20.82778;6;124;Reign Over Me;7,1;334
2110448;16.003958;7;100;Frailty;7;334
-1700000;14.105392;6;88;Bad Words;6,2;334
7270000;18.644023;5;85;High Noon;6,7;334
47840042;19.833664;5;96;Spawn;5;336
15354990;15.012237;4;111;Secret in Their Eyes;6,2;336
-2822857;17.078656;7;126;Rescue Dawn;6,6;336
4712000;18.426825;6;130;Rebecca;5,3;336
28363635;15.864928;6;122;Dead Man Walking;7,3;337
-84000000;17.815595;6;94;Son of the Mask;3,6;338
44000410;18.70031;4;102;Charlie Wilson's War;6,5;338
-28316623;15.142701;6;104;Practical Magic;6,3;338
124000000;23.380757;6;134;Never Say Never Again;5,8;338
131292009;17.571533;4;154;The Color Purple;7,7;338
108384128;19.113278;6;103;The Queen;6,8;338
-1634533;22.987897;6;118;Joe;6;338
76305181;18.102572;6;113;The Thomas Crown Affair;6,6;339
78609310;20.063165;5;108;Sanctum;5,8;339
28855419;8.083995;6;89;Quarantine;5,5;339
2601043;20.331593;4;100;Thirteen;7,6;339
65666415;18.096884;5;116;U-571;6,1;340
-37371735;18.714197;6;134;Windtalkers;5,8;341
11993168;14.562197;7;99;Don't Be Afraid of the Dark;5,4;341
17895491;16.146572;2;137;The Fisher King;7,2;341
-244064;17.952817;5;109;Sex Drive;6;342
29088990;19.234672;6;106;Soul Surfer;6,9;342
2066225;15.017068;4;104;The To Do List;6,5;342
-32893443;16.830184;5;96;Stolen;5,1;344
19294144;15.128316;6;94;A Christmas Story;4,1;344
2500000;17.002096;3;110;Mean Streets;7,2;345
61608995;18.39217;6;90;TMNT;6;345
17236543;14.639324;6;94;The Spy Next Door;5,5;345
33527873;18.913;6;115;Kiss the Girls;6,2;345
59282312;14.752587;2;87;Jackass: The Movie;4,9;345
4069826;15.492257;6;86;Frances Ha;6,1;345
-47000000;23.05451;3;133;A Very Long Engagement;7,1;346
0;18.428909;5;87;A Haunted House 2;5,5;346
2132926;11.933449;7;105;Beginners;7,2;347
-11830329;16.424807;6;109;Cirque du Freak: The Vampire's Assistant;5,5;348
25288872;14.969093;4;93;Enough Said;6,7;348
3029747;16.829837;4;103;Harry Brown;4,4;348
0;16.570708;6;100;Palo Alto;7,5;348
43312294;20.632673;7;117;The Edge;6,7;349
1833445;17.845161;5;100;The Green Inferno;7,4;349
25671850;14.340095;6;89;Bride of Chucky;5,5;350
20097815;21.857387;6;92;Whatever Works;6,8;350
138293296;19.585801;4;99;Driving Miss Daisy;6,6;350
-15000000;17.141376;5;89;The Hills Have Eyes 2;5,2;351
8852638;20.792603;2;98;A Perfect Getaway;6,2;351
46672912;20.089933;6;116;The Siege;6;352
33375151;18.735024;4;87;Cats & Dogs;5;352
52758500;16.865782;6;93;Blue Streak;6,1;352
55070731;20.786616;4;170;My Fair Lady;7,4;352
118500000;20.898711;4;136;Sense and Sensibility;7,2;352
78038276;9.969624;6;112;Save the Last Dance;6,3;352
97920733;16.278022;4;107;Days of Thunder;5,9;353
9540607;15.557144;5;118;Boys Don't Cry;6,8;353
-26054234;17.060695;6;135;Speed Racer;5,7;354
67458785;21.661028;4;128;A League of Their Own;6,7;354
88627965;23.218144;6;114;The Net;5,6;354
-1685349;16.618874;6;93;Hot Tub Time Machine 2;5;354
52000000;15.639016;5;99;Sliding Doors;7,4;354
39793222;17.304055;6;96;A Nightmare on Elm Street 3: Dream Warriors;6,4;354
20984230;21.189028;4;163;The Last Emperor;7,4;355
60700498;21.095489;6;92;Diary of a Wimpy Kid;5,9;355
-2549154;21.343093;5;112;Kill the Messenger;6,7;355
-12862698;14.726338;7;115;Space Pirate Captain Harlock;6,5;356
20170784;17.746981;6;123;Freedom Writers;7,5;356
20562924;17.028252;4;86;Apollo 18;6;356
23803308;17.074843;6;115;Sympathy for Lady Vengeance;7;356
343341;17.378455;6;90;Drinking Buddies;6,9;356
0;24.132271;2;167;Solaris;7,7;357
7064105;16.782471;7;118;A Good Year;6,5;357
1633035;20.05902;1;111;Whip It;6,7;357
8690000;16.015599;3;108;On the Waterfront;5;357
608545;17.672021;6;96;The Man with the Iron Fists;5,2;358
119392239;17.537154;4;80;March of the Penguins;6;358
0;10.322858;5;109;Housebound;6;358
-64928486;15.673154;6;99;The Invasion;5,7;359
48197993;14.642055;6;92;Nacho Libre;5,6;359
54646831;10.608998;5;84;Meet the Spartans;3,7;359
6160375;20.355458;5;98;Larry Crowne;5,7;359
134103655;16.479851;4;121;It's Complicated;6,2;360
46200000;22.030517;6;112;Leaving Las Vegas;4,1;360
26999213;21.607228;5;87;A Nightmare on Elm Street Part 2: Freddy's Revenge;6,7;361
15999718;24.393296;6;95;Beneath the Planet of the Apes;5,7;361
42564410;18.045782;6;87;The Gallows;7,1;361
75834556;19.925026;6;125;About Schmidt;6,7;362
15492362;16.312803;5;100;Super Troopers;6,8;362
-7788574;21.538222;6;108;Doomsday;5,8;363
45569869;18.666876;5;109;Street Kings;6,3;363
254350122;17.002623;4;91;The Full Monty;7;363
5796544;8.395624;3;101;This Is England;4,6;363
10306119;17.49699;6;92;Bloodsport;6,9;363
-19444992;20.267062;6;128;The Fifth Estate;5,7;364
11006849;16.931846;6;104;Aquamarine;5,8;364
10939027;16.183746;6;94;Young Adult;5,6;364
51004069;17.705671;6;112;Boyz n the Hood;6,3;364
60514050;15.788784;6;87;The Unborn;4,8;365
-18030807;19.494703;7;105;The Iceman;5,5;365
33846344;15.929648;6;98;Caddyshack;7,1;365
7273593;15.688439;6;90;Our Idiot Brother;6,1;365
0;18.251129;6;82;The Cat in the Hat;4,9;366
0;18.587114;6;111;Trouble with the Curve;6,6;366
5181129;20.239061;5;88;The Ant Bully;5,5;366
-973295;15.754614;6;102;Tusk;5,7;366
6976317;21.084542;2;148;The Messenger: The Story of Joan of Arc;6,2;367
61286096;17.50138;6;111;United 93;6,9;367
229094;14.936661;5;84;Slow West;7,3;367
-60000000;18.877795;6;111;Mercury Rising;6;368
10161391;13.391833;3;118;The International;6;368
0;7.057765;5;105;What a Girl Wants;5,8;368
12005248;19.962713;6;105;You Again;6;368
-29125385;16.058284;6;114;Mission to Mars;5,7;369
11188905;19.375768;6;113;The Haunting;5,2;369
-24958633;14.209329;6;130;Spanglish;5,8;369
14169908;19.822791;4;202;Malcolm X;7,2;370
-9349921;18.676291;3;90;Meet Dave;5;371
20462347;19.085403;3;99;Ninja Assassin;6,2;371
150268056;17.923254;5;141;The Pelican Brief;6,3;371
98259062;17.61292;5;99;Big Momma's House 2;5,4;371
0;14.142073;6;103;Now Is Good;3,4;371
-33711680;18.815442;4;86;Sinbad: Legend of the Seven Seas;6,6;372
13560274;19.411141;5;96;The Guard;7,1;372
2820000;20.810292;1;113;The Conversation;6,5;372
20406466;17.7735;5;100;Happy Feet Two;5,8;373
-7722635;21.637234;6;97;Escape from L.A.;5,6;373
-17955723;13.119133;4;91;A Thousand Words;6;373
58338361;23.700759;2;88;The Pirates! In an Adventure with Scientists!;6,4;374
4733909;14.48851;6;120;Alive;6,7;374
-24997888;20.793026;6;100;I Still Know What You Did Last Summer;5,1;374
13174566;18.380176;5;101;Righteous Kill;5,9;375
56706993;19.195399;6;113;Witness;7;375
-90000000;19.836124;6;104;Volcano;5,2;376
40200000;19.578249;6;107;Star Trek V: The Final Frontier;5,6;376
-448826;22.748174;6;119;Red Lights;6;376
5304609;19.107285;6;104;Secretary;7,3;376
79914842;4.340616;4;95;Legally Blonde 2: Red, White & Blonde;5,1;377
27231879;22.022228;4;140;Dancer in the Dark;7,6;377
31466789;19.944479;1;101;Girl with a Pearl Earring;6,4;377
79212469;16.681269;6;115;Daylight;5,8;378
-97277;10.699952;5;120;The 33;6;378
2564088;19.890428;6;100;The Thirteenth Floor;6,8;378
120844753;19.167377;7;105;Ip Man 3;6,5;379
-9128166;19.088655;5;85;Superhero Movie;4,9;379
23973937;20.452449;6;89;Nick and Norah's Infinite Playlist;6,4;379
7231461;14.988746;6;96;The Words;6,9;379
-4996865;21.08952;6;96;Analyze That;5,7;380
23531470;15.279021;4;154;Little White Lies;7,1;380
9769466;19.517239;6;101;The Craft;6,3;380
-31311169;19.38841;6;102;Land of the Lost;5,3;381
1223890;23.438398;6;86;Walking Tall;6;381
64146832;22.049787;5;96;Premonition;5,8;381
31770602;15.262492;6;93;Land of the Dead;6;381
19889877;17.234745;2;121;Network;6,2;381
-1000000;13.222268;6;92;Grave Encounters;6,2;381
3292353;21.825564;6;90;Like Crazy;7;381
29862187;19.284129;6;104;Cop Land;6,6;382
8828365;16.102271;6;122;Glory;7,4;383
-20000000;22.001408;6;117;Holes;6,7;383
82000000;18.379124;6;103;Conan the Destroyer;5,8;383
44298474;18.422327;5;123;Frida;7,3;383
-2412515;19.263477;6;97;While We're Young;7;383
13748395;12.113235;6;94;Little Shop of Horrors;6,6;384
53088552;19.231507;6;120;My Cousin Vinny;7,3;384
42084830;17.434862;6;114;Capote;6,8;384
-15581387;23.515938;4;123;Rock of Ages;6;385
158016617;17.606087;1;135;The Bridges of Madison County;7,3;385
153887717;18.832471;4;141;Clear and Present Danger;6,4;386
51854875;16.394452;4;105;The Odd Life of Timothy Green;6,5;386
14053061;17.17372;4;119;The Sisterhood of the Traveling Pants;6,3;386
-5185211;22.708647;2;97;Centurion;5,9;386
-19696928;23.073933;6;132;Assassins;6;387
-5155021;17.603823;4;121;Blindness;6,4;387
-12245751;20.39955;3;161;Enter the Void;7,2;387
